Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Cellar Light (200W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];Electric Kettle / Petra WK288 1.5L [VA];AEG PN 2200 RX 4935365097 [VA];Hand-held Circular Saw / Bosch PKS 46 [VA];Skil 4270 [VA];Polishing Machine / Flex L 602 VR [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Lawn Mower / Sabo 32-EL [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN 5259 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Laptop Sony Vaio SVE151G11M [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];AEG NM 2701 Premium [VA];Hair Dryer Braun Silencio 1250 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Siemens Kl 20 LA 65 (A+) [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];Router O2 Box 6431 [VA];
82;01:22:00;0;0;0;0;0;0;0;0;1,1105586720151244;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8897504600447369;0,5700000000000001;1,1079266400694319;0;0;0;0;9,566826139817616;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01463278688525;11,5550442622951;
83;01:23:00;0;0;0;0;0;0;0;0;1,11086296900922;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8899386514501652;0,5700000000000001;1,1088821014969557;0;0;0;0;9,567895026895135;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01463278688525;11,5550442622951;
84;01:24:00;0;0;0;0;0;0;0;0;1,1109718246757327;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8901048165449772;0,5700000000000001;1,1096061419288132;0;0;0;0;9,570622239786708;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01463278688525;11,5550442622951;
85;01:25:00;0;0;0;0;0;0;0;0;1,1110516214310349;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8910336849556153;0,5700000000000001;1,110211075904837;0;0;0;0;9,57163879268074;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01463278688525;11,5550442622951;
86;01:26:00;0;0;0;0;0;0;0;0;1,1111669776890576;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8912344631779006;0,5700000000000001;1,1103294729767987;0;0;0;0;9,575371777999269;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01489721311475;11,5550442622951;
87;01:27:00;0;0;0;0;0;0;0;0;1,1123032183176003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8919533682323394;0,5700000000000001;1,1120460902035927;0;0;0;0;9,576187977843974;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01489721311475;11,5550442622951;
88;01:28:00;0;0;0;0;0;0;0;0;1,1132618163457348;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8921288908391891;0,5700000000000001;1,1127184354561113;0;0;0;0;9,585661443801065;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01489721311475;11,5550442622951;
89;01:29:00;0;0;0;0;0;0;0;0;1,1139278761441507;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8921916523473968;0,5700000000000001;1,1135291052682543;0;0;0;0;9,587253059282697;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01489721311475;11,5550442622951;
90;01:30:00;0;0;0;0;0;0;0;0;1,1140311911046819;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8926265922927508;0,5700000000000001;1,1136534591770122;0;0;0;0;9,599168619869673;0;3,8000000000000003;0;0;0;0;0;0;2,92629081967213;4,01489721311475;11,5550442622951;
91;01:31:00;0;0;0;0;0;0;0;0;1,1146342900580162;0;0;0;0;0;0;0;0;0;0;0;0;0;0,892644539131962;0,5700000000000001;1,1140952307454932;0;0;0;0;9,609133745992892;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
92;01:32:00;0;0;0;0;0;0;0;0;1,114725502091812;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8929514907109097;0,5700000000000001;1,1141133072898388;0;0;0;0;9,609577256620508;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
93;01:33:00;0;0;0;0;0;0;0;0;1,1153869824295566;0;0;0;0;0;0;0;0;0;0;0;0;0;0,893494506599712;0,5700000000000001;1,1145950928589807;0;0;0;0;9,61266167904198;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
94;01:34:00;0;0;0;0;0;0;0;0;1,116891341778336;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8936396978348993;0,5700000000000001;1,1146537059841117;0;0;0;0;9,613188714519643;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
95;01:35:00;0;0;0;0;0;0;0;0;1,117230196027104;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8938322657392597;0,5700000000000001;1,1146742653953938;0;0;0;0;9,628576057550307;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
96;01:36:00;0;0;0;0;0;0;0;0;1,1178758468880112;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8939704478175076;0,5700000000000001;1,1147035755571484;0;0;0;0;9,63026635300911;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
97;01:37:00;0;0;0;0;0;0;0;0;1,118022379120852;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8944254399782419;0,5700000000000001;1,1154656139156474;0;0;0;0;9,641491950309376;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
98;01:38:00;0;0;0;0;0;0;0;0;1,1187637651446027;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8946064886351455;0,5700000000000001;1,115880557282253;0;0;0;0;9,643766784232387;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
99;01:39:00;0;0;0;0;0;0;0;0;1,1193475769467987;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8957132899589043;0,5700000000000001;1,116238822892828;0;0;0;0;9,650884921857635;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
100;01:40:00;0;0;0;0;0;0;0;0;1,1194072846550884;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8970577824505508;0,5700000000000001;1,1162589907742686;0;0;0;0;9,654485300859143;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
101;01:41:00;0;0;0;0;0;0;0;0;1,1199300177639187;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8970680823788671;0,5700000000000001;1,1165859143186532;0;0;0;0;9,671760429980298;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
102;01:42:00;0;0;0;0;0;0;0;0;1,1207735859355024;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8974918547846401;0,5700000000000001;1,1173181142828603;0;0;0;0;9,672034771548603;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
103;01:43:00;0;0;0;0;0;0;0;0;1,1208264949234863;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8977250569742655;0,5700000000000001;1,1176496230462334;0;0;0;0;9,67448576102347;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
104;01:44:00;0;0;0;0;0;0;0;0;1,1210947576070818;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8986960524073082;0,5700000000000001;1,1179653499801459;0;0;0;0;9,682105836961407;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
105;01:45:00;0;0;0;0;0;0;0;0;1,12211176967251;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8995047554969084;0,5700000000000001;1,1184697432683142;0;0;0;0;9,692053397844397;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
106;01:46:00;0;0;0;0;0;0;0;0;1,1224811278961173;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9003234868923486;0,5700000000000001;1,1185780461784818;0;0;0;0;9,69289982502787;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
107;01:47:00;0;0;0;0;0;0;0;0;1,1229381425187233;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9004060830534016;0,5700000000000001;1,1194737133310846;0;0;0;0;9,703443461654196;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
108;01:48:00;0;0;0;0;0;0;0;0;1,1232728818904119;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9004249187014386;0,5700000000000001;1,1195771899953337;0;0;0;0;9,707341731316081;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
109;01:49:00;0;0;0;0;0;0;0;0;1,1239263225322231;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9006355324038551;0,5700000000000001;1,1206044231581522;0;0;0;0;9,713365815905526;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
110;01:50:00;0;0;0;0;0;0;0;0;1,124578006796221;0;0;0;0;0;0;0;0;0;0;0;0;0;0,90093513999566;0,5700000000000001;1,1213788735544608;0;0;0;0;9,724908112625217;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
111;01:51:00;0;0;0;0;0;0;0;0;1,126850699127298;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9009500018365227;0,5700000000000001;1,121653673758154;0;0;0;0;9,734842516103562;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
112;01:52:00;0;0;0;0;0;0;0;0;1,1272486095497318;0;0;0;0;0;0;0;0;0;0;0;0;0;0,901621467829248;0,5700000000000001;1,1219963548815082;0;0;0;0;9,743594757996378;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
113;01:53:00;0;0;0;0;0;0;0;0;1,1272541094581716;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9030300995123188;0,5700000000000001;1,122862327339045;0;0;0;0;9,745625364659166;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
114;01:54:00;0;0;0;0;0;0;0;0;1,1279142094757733;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9035125020525023;0,5700000000000001;1,1230779873507324;0;0;0;0;9,749252402054978;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
115;01:55:00;0;0;0;0;0;0;0;0;1,1290809581663133;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9037394828197775;0,5700000000000001;1,1231289199939698;0;0;0;0;9,752555992482591;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
116;01:56:00;0;0;0;0;0;0;0;0;1,1299174944317718;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9038641362918973;0,5700000000000001;1,1241480481947714;0;0;0;0;9,764627565118092;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
117;01:57:00;0;0;0;0;0;0;0;0;1,1301527291499134;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9038943335384276;0,5700000000000001;1,1266057947630745;0;0;0;0;9,765735827038432;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
118;01:58:00;0;0;0;0;0;0;0;0;1,1311339975921917;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9040826570662961;0,5700000000000001;1,1279450494144105;0;0;0;0;9,769964916152729;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
119;01:59:00;0;0;0;0;0;0;0;0;1,1313831254474631;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9041866526094403;0,5700000000000001;1,1291167883685709;0;0;0;0;9,776669592690663;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
120;02:00:00;0;0;0;0;0;0;0;0;1,1315540546911487;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9042915957704484;0,5700000000000001;1,1291729293207826;0;0;0;0;9,778282515741067;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
121;02:01:00;0;0;0;0;0;0;0;0;1,1316446433575058;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9044582609995334;0,5700000000000001;1,1293740639163117;0;0;0;0;9,77960881920189;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
122;02:02:00;0;0;0;0;0;0;0;0;1,1318354296769717;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9046841760557905;0,5700000000000001;1,1295947073969783;0;0;0;0;9,781482994410567;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
123;02:03:00;0;0;0;0;0;0;0;0;1,1319591156956446;0;0;0;0;0;0;0;0;0;0;0;0;0;0,905014038817992;0,5700000000000001;1,130031694298313;0;0;0;0;9,782935325542063;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
124;02:04:00;0;0;0;0;0;0;0;0;1,1321758933337873;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9055330469876254;0,5700000000000001;1,1308228703517178;0;0;0;0;9,784932615017327;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
125;02:05:00;0;0;0;0;0;0;0;0;1,1321981026043744;0;0;0;0;0;0;0;0;0;0;0;0;0;0,905742551492305;0,5700000000000001;1,13124285287303;0;0;0;0;9,785464255636233;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
126;02:06:00;0;0;0;0;0;0;0;0;1,1323649360404424;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9071591533785238;0,5700000000000001;1,1313277460208482;0;0;0;0;9,792610877053368;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
127;02:07:00;0;0;0;0;0;0;0;0;1,1332969747049142;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9072514928732717;0,5700000000000001;1,1321276749595064;0;0;0;0;9,799788102286833;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
128;02:08:00;0;0;0;0;0;0;0;0;1,1336547565067228;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9073553886266709;0,5700000000000001;1,1322744041741313;0;0;0;0;9,803408994051392;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
129;02:09:00;0;0;0;0;0;0;0;0;1,1339208621422787;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9076606150011362;0,5700000000000001;1,1322945072073807;0;0;0;0;9,803785951052564;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
130;02:10:00;0;0;0;0;0;0;0;0;1,1339991941035923;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9078201018241309;0,5700000000000001;1,1326479754535101;0;0;0;0;9,811627554198363;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
131;02:11:00;0;0;0;0;0;0;0;0;1,1349222792073286;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9081298844275731;0,5700000000000001;1,1331954947196576;0;0;0;0;9,812511202861906;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
132;02:12:00;0;0;0;0;0;0;0;0;1,1358194683954956;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9081962626918263;0,5700000000000001;1,1340343737360812;0;0;0;0;9,81445094218432;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
133;02:13:00;0;0;0;0;0;0;0;0;1,1359513821162266;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9087642821729438;0,5700000000000001;1,1341835770393698;0;0;0;0;9,818823992453718;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
134;02:14:00;0;0;0;0;0;0;0;0;1,136203035916603;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9093772185481901;0,5700000000000001;1,1348668475665498;0;0;0;0;9,823137669728418;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
135;02:15:00;0;0;0;0;0;0;0;0;1,1364531182161541;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9094113101048251;0,5700000000000001;1,1351038699925555;0;0;0;0;9,82666298417979;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
136;02:16:00;0;0;0;0;0;0;0;0;1,1369243275526828;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9096064851781972;0,5700000000000001;1,1352058497554904;0;0;0;0;9,82724954699933;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
137;02:17:00;0;0;0;0;0;0;0;0;1,1373059319639942;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9101635850623091;0,5700000000000001;1,1358264461994225;0;0;0;0;9,828504361978833;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
138;02:18:00;0;0;0;0;0;0;0;0;1,1374311287707444;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9106046650721289;0,5700000000000001;1,1363008781447081;0;0;0;0;9,838044822481512;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
139;02:19:00;0;0;0;0;0;0;0;0;1,1376189637137926;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9121557355726836;0,5700000000000001;1,1363778379497538;0;0;0;0;9,845149577767852;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
140;02:20:00;0;0;0;0;0;0;0;0;1,1381993604855278;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9125093776458202;0,5700000000000001;1,1363956793849743;0;0;0;0;9,85209388045209;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
141;02:21:00;0;0;0;0;0;0;0;0;1,1382865571735334;0;0;0;0;0;0;0;0;0;0;0;0;0;0,912914201948465;0,5700000000000001;1,1369344325400443;0;0;0;0;9,852195287894608;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
142;02:22:00;0;0;0;0;0;0;0;0;1,1390023679518684;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9129765704333379;0,5700000000000001;1,1373833081864924;0;0;0;0;9,853297186195624;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
143;02:23:00;0;0;0;0;0;0;0;0;1,1390175305992143;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9130440449711276;0,5700000000000001;1,1379767340183864;0;0;0;0;9,853314630795348;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
144;02:24:00;0;0;0;0;0;0;0;0;1,1392076489119585;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9132847507747965;0,5700000000000001;1,1386092200620763;0;0;0;0;9,854944701639864;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
145;02:25:00;0;0;0;0;0;0;0;0;1,1393710968273922;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9133695673138543;0,5700000000000001;1,1395569924068407;0;0;0;0;9,858010729150388;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
146;02:26:00;0;0;0;0;0;0;0;0;1,1397806612217902;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9133919701178903;0,5700000000000001;1,1398213080853759;0;0;0;0;9,863080805914745;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
147;02:27:00;0;0;0;0;0;0;0;0;1,1404828478544757;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9135783072327572;0,5700000000000001;1,1401762868573058;0;0;0;0;9,863840526928247;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
148;02:28:00;0;0;0;0;0;0;0;0;1,1408320878861007;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9136201232501852;0,5700000000000001;1,1407034080568428;0;0;0;0;9,865896922713139;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
149;02:29:00;0;0;0;0;0;0;0;0;1,1410748481882877;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9136319836726318;0,5700000000000001;1,1409159549508225;0;0;0;0;9,866256802986888;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
150;02:30:00;0;0;0;0;0;0;0;0;1,1411512435162314;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9140351607980144;0,5700000000000001;1,141496856952758;0;0;0;0;9,870257128470833;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
151;02:31:00;0;0;0;0;0;0;0;0;1,1414820474738796;0;0;0;0;0;0;0;0;0;0;0;0;0;0,914378749497572;0,5700000000000001;1,1415322657220868;0;0;0;0;9,87257476807285;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
152;02:32:00;0;0;0;0;0;0;0;0;1,1415644479381952;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9143824883143092;0,5700000000000001;1,1416316465519893;0;0;0;0;9,874816199530818;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
153;02:33:00;0;0;0;0;0;0;0;0;1,141589759282476;0;0;0;0;0;0;0;0;0;0;0;0;0;0,914778149126395;0,5700000000000001;1,1425351010336156;0;0;0;0;9,87684020348123;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
154;02:34:00;0;0;0;0;0;0;0;0;1,1418314175210815;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9150900555254102;0,5700000000000001;1,1426808618861155;0;0;0;0;9,878276816686276;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
155;02:35:00;0;0;0;0;0;0;0;0;1,1419325693328632;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9152875213891375;0,5700000000000001;1,1427544752590186;0;0;0;0;9,882302960664987;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
156;02:36:00;0;0;0;0;0;0;0;0;1,1427171262081381;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9154900465903406;0,5700000000000001;1,1427874070529191;0;0;0;0;9,8859843191082;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
157;02:37:00;0;0;0;0;0;0;0;0;1,1435967215922134;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9156053209889199;0,5700000000000001;1,142923595265065;0;0;0;0;9,888801414396552;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
158;02:38:00;0;0;0;0;0;0;0;0;1,1437756998827675;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9157656391717249;0,5700000000000001;1,1434294095836637;0;0;0;0;9,89881715881804;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
159;02:39:00;0;0;0;0;0;0;0;0;1,1438357937524695;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9167990066018338;0,5700000000000001;1,1437891406305463;0;0;0;0;9,899857923923687;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
160;02:40:00;0;0;0;0;0;0;0;0;1,1439482053007444;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9169042684034114;0,5700000000000001;1,1438897028275947;0;0;0;0;9,908364904943058;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
161;02:41:00;0;0;0;0;0;0;0;0;1,144510645011704;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9171764224662907;0,5700000000000001;1,1445230240074165;0;0;0;0;9,912578002517423;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
162;02:42:00;0;0;0;0;0;0;0;0;1,1449248374077443;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9173471399368072;0,5700000000000001;1,1445851733796095;0;0;0;0;9,914228628078675;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
163;02:43:00;0;0;0;0;0;0;0;0;1,1452622493537634;0;0;0;0;0;0;0;0;0;0;0;0;0;0,917414605074003;0,5700000000000001;1,144911255987245;0;0;0;0;9,91585632150712;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
164;02:44:00;0;0;0;0;0;0;0;0;1,145382634385573;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9176841691162649;0,5700000000000001;1,1449498111660426;0;0;0;0;9,918191226955242;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
165;02:45:00;0;0;0;0;0;0;0;0;1,1458368127059826;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9177572380638643;0,5700000000000001;1,1455362063589993;0;0;0;0;9,918538527500516;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
166;02:46:00;0;0;0;0;0;0;0;0;1,1463147206104316;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9181106896614013;0,5700000000000001;1,1458500328756933;0;0;0;0;9,91969710574802;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
167;02:47:00;0;0;0;0;0;0;0;0;1,146421242177651;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9182065414809071;0,5700000000000001;1,1459446688068682;0;0;0;0;9,922561686250162;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01489721311475;11,5550442622951;
168;02:48:00;0;0;0;0;0;0;0;0;1,146930785655959;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9189193970221178;0,5700000000000001;1,1472281716433852;0;0;0;0;9,923238978265806;0;3,8000000000000003;0;0;0;0;0;0;2,92796442622951;4,01580590163934;11,5550442622951;
