Inner Device Heat Gains.Time;Time span;Living Room Light (100W) [Watt];Kitchen Light (100W) [Watt];Cellar Light (200W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (200W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];AEG PN 2200 RX 4935365097 [Watt];Hand-held Circular Saw / Bosch PKS 46 [Watt];Skil 4270 [Watt];Polishing Machine / Flex L 602 VR [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Extractor Hood / Miele DA 429-4 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [Watt];Microwave / Panasonic NN 5259 [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Laptop Sony Vaio SVE151G11M [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Braun Silencio 1250 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Router O2 Box 6431 [Watt];
81;01:21:00;0;0;0;0;0;0;0;0;1,0544236416289934;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8445927077005179;0,22047450698200388;1,0516418392895406;0;0;0;0;9,08246292190151;0;2,1841254363706035;0;0;0;0;0;0;0,926795163934426;0,16089737704918;6,31525704918033;
82;01:22:00;0;0;0;0;0;0;0;0;1,055030738414368;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8452629370425001;0,2206459179704843;1,0525303080659603;0;0;0;0;9,088484832826735;0;2,184550893751867;0;0;0;0;0;0;0,926795163934426;0,16089737704918;6,31525704918033;
83;01:23:00;0;0;0;0;0;0;0;0;1,055319820558759;0;0;0;0;0;0;0;0;0;0;0;0;0;0,845441718877657;0,22067313801270425;1,0534379964221077;0;0;0;0;9,089500275550376;0;2,1845945163685268;0;0;0;0;0;0;0,926795163934426;0,16089737704918;6,31525704918033;
84;01:24:00;0;0;0;0;0;0;0;0;1,055423233441946;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8455995757177284;0,22089452013094332;1,0541258348323725;0;0;0;0;9,092091127797373;0;2,1859193228139064;0;0;0;0;0;0;0,926795163934426;0,16089737704918;6,31525704918033;
85;01:25:00;0;0;0;0;0;0;0;0;1,055499040359483;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8464820007078345;0,22089590046525592;1,054700522109595;0;0;0;0;9,093056853046704;0;2,186320668892275;0;0;0;0;0;0;0,926795163934426;0,16089737704918;6,31525704918033;
86;01:26:00;0;0;0;0;0;0;0;0;1,0556086288046045;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8466727400190056;0,221628165171374;1,0548129993279587;0;0;0;0;9,096603189099305;0;2,187286529260112;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
87;01:27:00;0;0;0;0;0;0;0;0;1,0566880574017201;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8473556998207225;0,2216689134300487;1,0564437856934128;0;0;0;0;9,097378578951774;0;2,187367512048126;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
88;01:28:00;0;0;0;0;0;0;0;0;1,057598725528448;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8475224462972297;0,2217460733569737;1,0570825136833055;0;0;0;0;9,106378371611012;0;2,189913766758276;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
89;01:29:00;0;0;0;0;0;0;0;0;1,0582314823369432;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8475820697300271;0,22195865187712202;1,0578526500048415;0;0;0;0;9,107890406318562;0;2,1917065753265077;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
90;01:30:00;0;0;0;0;0;0;0;0;1,0583296315494477;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8479952626781133;0,22207676013497793;1,0579707862181615;0;0;0;0;9,119210188876188;0;2,192071676410659;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
91;01:31:00;0;0;0;0;0;0;0;0;1,0589025755551154;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8480123121753639;0,22219405660995586;1,0583904692082184;0;0;0;0;9,128677058693247;0;2,1922499404944475;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
92;01:32:00;0;0;0;0;0;0;0;0;1,0589892269872214;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8483039161753643;0,22228512714189638;1,0584076419253468;0;0;0;0;9,129098393789482;0;2,195630920762419;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
93;01:33:00;0;0;0;0;0;0;0;0;1,0596176333080787;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8488197812697265;0,22228518993716764;1,0588653382160316;0;0;0;0;9,13202859508988;0;2,1977250480156005;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
94;01:34:00;0;0;0;0;0;0;0;0;1,061046774689419;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8489577129431545;0,22230449842394936;1,0589210206849062;0;0;0;0;9,13252927879366;0;2,199056588267396;0;0;0;0;0;0;0,926795163934426;0,161554540983607;6,31525704918033;
95;01:35:00;0;0;0;0;0;0;0;0;1,0613686862257488;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8491406524522968;0,2223371414819065;1,058940552125624;0;0;0;0;9,14714725467279;0;2,1991512071382533;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
96;01:36:00;0;0;0;0;0;0;0;0;1,0619820545436107;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8492719254266322;0,22242431525552828;1,0589683967792909;0;0;0;0;9,148753035358654;0;2,1999983684390907;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
97;01:37:00;0;0;0;0;0;0;0;0;1,0621212601648091;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8497041679793298;0,22260866870586088;1,059692333219865;0;0;0;0;9,159417352793907;0;2,2009441951575917;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
98;01:38:00;0;0;0;0;0;0;0;0;1,0628255768873724;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8498761642033883;0,22271951194157094;1,0600865294181403;0;0;0;0;9,161578445020767;0;2,20095706952426;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
99;01:39:00;0;0;0;0;0;0;0;0;1,0633801980994586;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8509276254609591;0,22310790299531316;1,0604268817481863;0;0;0;0;9,168340675764753;0;2,2023304657220466;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
100;01:40:00;0;0;0;0;0;0;0;0;1,063436920422334;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8522048933280234;0,22327119851619356;1,0604460412355552;0;0;0;0;9,171761035816186;0;2,203784068947034;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
101;01:41:00;0;0;0;0;0;0;0;0;1,0639335168757227;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8522146782599238;0,22332505193526167;1,0607566186027204;0;0;0;0;9,188172408481282;0;2,203936265850699;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
102;01:42:00;0;0;0;0;0;0;0;0;1,064734906638727;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8526172620454081;0,22339151530689924;1,0614522085687172;0;0;0;0;9,188433032971172;0;2,2041067790112567;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
103;01:43:00;0;0;0;0;0;0;0;0;1,064785170177312;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8528388041255522;0,223648953289361;1,0617671418939216;0;0;0;0;9,190761472972296;0;2,2063699585999483;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
104;01:44:00;0;0;0;0;0;0;0;0;1,0650400197267276;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8537612497869429;0,22371754411707825;1,0620670824811385;0;0;0;0;9,198000545113336;0;2,2082207875648643;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
105;01:45:00;0;0;0;0;0;0;0;0;1,0660061811888843;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8545295177220632;0,22375497615796835;1,0625462561048984;0;0;0;0;9,207450727952176;0;2,211650318561839;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
106;01:46:00;0;0;0;0;0;0;0;0;1,0663570715013115;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8553073125477313;0,2237704743264738;1,0626491438695576;0;0;0;0;9,208254833776477;0;2,2121993592465428;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
107;01:47:00;0;0;0;0;0;0;0;0;1,0667912353927869;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8553857789007316;0,22384115041629096;1,0635000276645303;0;0;0;0;9,218271288571486;0;2,2128862448005298;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
108;01:48:00;0;0;0;0;0;0;0;0;1,0671092377958913;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8554036727663668;0,22385421160182156;1,063598330495567;0;0;0;0;9,221974644750278;0;2,2140068213339057;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
109;01:49:00;0;0;0;0;0;0;0;0;1,0677300064056119;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8556037557836624;0,22394173208629095;1,0645742020002444;0;0;0;0;9,22769752511025;0;2,2156594493271915;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
110;01:50:00;0;0;0;0;0;0;0;0;1,06834910645641;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8558883829958771;0,22394192116654105;1,0653099298767377;0;0;0;0;9,238662706993955;0;2,2158779736058367;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
111;01:51:00;0;0;0;0;0;0;0;0;1,0705081641709329;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8559025017446967;0,22404878773451428;1,0655709900702461;0;0;0;0;9,248100390298383;0;2,2171074583891786;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
112;01:52:00;0;0;0;0;0;0;0;0;1,070886179072245;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8565403944377856;0,22415231138678285;1,0658965371374327;0;0;0;0;9,256415020096558;0;2,2179226329509523;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
113;01:53:00;0;0;0;0;0;0;0;0;1,070891403985263;0;0;0;0;0;0;0;0;0;0;0;0;0;0,857878594536703;0,22431808750247476;1,0667192109720927;0;0;0;0;9,258344096426207;0;2,218301120795062;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
114;01:54:00;0;0;0;0;0;0;0;0;1,0715184990019844;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8583368769498773;0,2244027146622474;1,0669240879831956;0;0;0;0;9,261789781952228;0;2,222113184056346;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
115;01:55:00;0;0;0;0;0;0;0;0;1,0726269102579975;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8585525086787886;0,2245862817328027;1,0669724739942712;0;0;0;0;9,264928192858461;0;2,2224425470159184;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
116;01:56:00;0;0;0;0;0;0;0;0;1,0734216197101831;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8586709294773025;0,22460031039349695;1,067940645785033;0;0;0;0;9,276396186862186;0;2,2231111533398957;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
117;01:57:00;0;0;0;0;0;0;0;0;1,0736450926924177;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8586996168615063;0,2246072929287701;1,0702755050249209;0;0;0;0;9,277449035686509;0;2,228407646784174;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
118;01:58:00;0;0;0;0;0;0;0;0;1,074577297712582;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8588785242129814;0,22463536929011393;1,07154779694369;0;0;0;0;9,281466670345091;0;2,229421844318168;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
119;01:59:00;0;0;0;0;0;0;0;0;1,0748139691750898;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8589773199789684;0,2246583295765713;1,0726609489501422;0;0;0;0;9,287836113056128;0;2,2299021908304177;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
120;02:00:00;0;0;0;0;0;0;0;0;1,0749763519565911;0;0;0;0;0;0;0;0;0;0;0;0;0;0,859077015981926;0,22466814382200326;1,0727142828547434;0;0;0;0;9,289368389954012;0;2,2317209591612355;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
121;02:01:00;0;0;0;0;0;0;0;0;1,0750624111896303;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8592353479495568;0,22494207384991097;1,072905360720496;0;0;0;0;9,290628378241795;0;2,2325001742460797;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
122;02:02:00;0;0;0;0;0;0;0;0;1,075243658193123;0;0;0;0;0;0;0;0;0;0;0;0;0;0,859449967253001;0,22499153373585326;1,0731149720271294;0;0;0;0;9,292408844690037;0;2,233288039806161;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
123;02:03:00;0;0;0;0;0;0;0;0;1,0753611599108621;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8597633368770925;0,22499333435541705;1,0735301095833973;0;0;0;0;9,293788559264959;0;2,2333652694927966;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
124;02:04:00;0;0;0;0;0;0;0;0;1,0755670986670978;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8602563946382442;0,22516600755715901;1,0742817268341318;0;0;0;0;9,29568598426646;0;2,233805902382648;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
125;02:05:00;0;0;0;0;0;0;0;0;1,0755881974741555;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8604554239176898;0,22532868412087273;1,0746807102293785;0;0;0;0;9,29619104285442;0;2,234412358835908;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
126;02:06:00;0;0;0;0;0;0;0;0;1,0757466892384202;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8618011957095977;0,22542914060627597;1,0747613587198057;0;0;0;0;9,302980333200699;0;2,235343338622069;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
127;02:07:00;0;0;0;0;0;0;0;0;1,0766321259696683;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8618889182296081;0,22551854292496035;1,075521291211531;0;0;0;0;9,309798697172491;0;2,235421845775264;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
128;02:08:00;0;0;0;0;0;0;0;0;1,0769720186813867;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8619876191953374;0,22562809453191746;1,0756606839654248;0;0;0;0;9,313238544348822;0;2,23542440143601;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
129;02:09:00;0;0;0;0;0;0;0;0;1,0772248190351648;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8622775842510794;0,2258372621073331;1,0756797818470116;0;0;0;0;9,313596653499935;0;2,235771892395242;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
130;02:10:00;0;0;0;0;0;0;0;0;1,0772992343984127;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8624290967329244;0,22599075808653488;1,0760155766808346;0;0;0;0;9,321046176488444;0;2,2358288314778267;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
131;02:11:00;0;0;0;0;0;0;0;0;1,078176165246962;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8627233902061945;0,22647464919742255;1,0765357199836747;0;0;0;0;9,32188564271881;0;2,2365514167194864;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
132;02:12:00;0;0;0;0;0;0;0;0;1,0790284949757207;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8627864495572352;0,22658089516688612;1,077332655049277;0;0;0;0;9,323728395075104;0;2,238410004231482;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
133;02:13:00;0;0;0;0;0;0;0;0;1,079153813010415;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8633260680642967;0,22666382478179684;1,0774743981874013;0;0;0;0;9,32788279283103;0;2,240055077924966;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
134;02:14:00;0;0;0;0;0;0;0;0;1,0793928841207727;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8639083576207807;0,22666809825145276;1,0781235051882223;0;0;0;0;9,331980786241996;0;2,2423131593586003;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
135;02:15:00;0;0;0;0;0;0;0;0;1,0796304623053463;0;0;0;0;0;0;0;0;0;0;0;0;0;0,863940744599584;0,22673643268360205;1,0783486764929278;0;0;0;0;9,335329834970802;0;2,2424090777579306;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
136;02:16:00;0;0;0;0;0;0;0;0;1,0800781111750486;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8641261609192874;0,22678179201463908;1,0784455572677158;0;0;0;0;9,335887069649363;0;2,2433034448139377;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
137;02:17:00;0;0;0;0;0;0;0;0;1,0804406353657943;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8646554058091938;0,2267910187345704;1,0790351238894513;0;0;0;0;9,33707914387989;0;2,244270226145446;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
138;02:18:00;0;0;0;0;0;0;0;0;1,0805595723322072;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8650744318185225;0,22705551356260323;1,0794858342374727;0;0;0;0;9,346142581357435;0;2,2444858596387287;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
139;02:19:00;0;0;0;0;0;0;0;0;1,080738015528103;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8665479487940495;0,22710799726658806;1,0795589460522659;0;0;0;0;9,35289209887946;0;2,2444988550384726;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
140;02:20:00;0;0;0;0;0;0;0;0;1,0812893924612514;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8668839087635292;0,2271664453957735;1,0795758954157255;0;0;0;0;9,359489186429485;0;2,2454984053848785;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
141;02:21:00;0;0;0;0;0;0;0;0;1,0813722293148567;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8672684918510418;0,22717174666949771;1,080087710913042;0;0;0;0;9,359585523499877;0;2,246422644687865;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
142;02:22:00;0;0;0;0;0;0;0;0;1,0820522495542748;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8673277419116711;0,22718668315916474;1,0805141427771676;0;0;0;0;9,360632326885842;0;2,2466143700602483;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
143;02:23:00;0;0;0;0;0;0;0;0;1,0820666540692534;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8673918427225713;0,22732822782411516;1,0810778973174668;0;0;0;0;9,36064889925558;0;2,2468148495566496;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
144;02:24:00;0;0;0;0;0;0;0;0;1,0822472664663605;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8676205132360568;0,22739216323289338;1,0816787590589725;0;0;0;0;9,362197466557872;0;2,2470772855414465;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
145;02:25:00;0;0;0;0;0;0;0;0;1,0824025419860224;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8677010889481617;0,2274174310992441;1,0825791427864986;0;0;0;0;9,36511019269287;0;2,2494249384687026;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
146;02:26:00;0;0;0;0;0;0;0;0;1,0827916281607006;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8677223716119958;0,22741834270111136;1,0828302426811072;0;0;0;0;9,369926765619008;0;2,2502801017488143;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
147;02:27:00;0;0;0;0;0;0;0;0;1,083458705461752;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8678993918711194;0,22742290506524968;1,0831674725144402;0;0;0;0;9,370648500581835;0;2,2518011840135945;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
148;02:28:00;0;0;0;0;0;0;0;0;1,0837904834917955;0;0;0;0;0;0;0;0;0;0;0;0;0;0,867939117087676;0,22748682616639032;1,0836682376540006;0;0;0;0;9,372602076577483;0;2,2535070299558106;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
149;02:29:00;0;0;0;0;0;0;0;0;1,0840211057788731;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8679503844890002;0,22776141403897543;1,0838701572032814;0;0;0;0;9,372943962837542;0;2,2542442382348336;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
150;02:30:00;0;0;0;0;0;0;0;0;1,0840936813404198;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8683334027581138;0,22788211799497826;1,08442201410512;0;0;0;0;9,37674427204729;0;2,2546340950228627;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
151;02:31:00;0;0;0;0;0;0;0;0;1,0844079451001856;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8686598120226935;0,22791536790912964;1,0844556524359823;0;0;0;0;9,378946029669207;0;2,2546850483398835;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
152;02:32:00;0;0;0;0;0;0;0;0;1,0844862255412855;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8686633638985939;0,2279156472249821;1,0845500642243897;0;0;0;0;9,381075389554276;0;2,255248666307654;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
153;02:33:00;0;0;0;0;0;0;0;0;1,084510271318352;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8690392416700753;0,22803227387256153;1,0854083459819346;0;0;0;0;9,382998193307166;0;2,255497769618391;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
154;02:34:00;0;0;0;0;0;0;0;0;1,0847398466450275;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8693355527491398;0,2280526771095099;1,0855468187918096;0;0;0;0;9,384362975851962;0;2,25634037029494;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
155;02:35:00;0;0;0;0;0;0;0;0;1,08483594086622;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8695231453196807;0,22807857992102903;1,0856167514960675;0;0;0;0;9,388187812631736;0;2,2566466934213056;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
156;02:36:00;0;0;0;0;0;0;0;0;1,0855812698977312;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8697155442608238;0,22813000145180246;1,0856480367002732;0;0;0;0;9,39168510315279;0;2,2571381047644272;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
157;02:37:00;0;0;0;0;0;0;0;0;1,0864168855126026;0;0;0;0;0;0;0;0;0;0;0;0;0;0,869825054939474;0,228190898705249;1,0857774155018116;0;0;0;0;9,394361343676723;0;2,2578324456448757;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
158;02:38:00;0;0;0;0;0;0;0;0;1,086586914888629;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8699773572131387;0,2282740338379189;1,0862579391044804;0;0;0;0;9,403876300877139;0;2,2592387263058655;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
159;02:39:00;0;0;0;0;0;0;0;0;1,086644004064846;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8709590562717422;0,22828334358581276;1,0865996835990188;0;0;0;0;9,404865027727501;0;2,259834076828917;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
160;02:40:00;0;0;0;0;0;0;0;0;1,0867507950357072;0;0;0;0;0;0;0;0;0;0;0;0;0;0,871059054983241;0,22830009222015435;1,086695217686215;0;0;0;0;9,412946659695903;0;2,2599336339034184;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
161;02:41:00;0;0;0;0;0;0;0;0;1,0872851127611187;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8713176013429762;0,22840037205486954;1,0872968728070456;0;0;0;0;9,416949102391552;0;2,2605961036205433;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
162;02:42:00;0;0;0;0;0;0;0;0;1,0876785955373571;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8714797829399669;0,22844209850161518;1,0873559147106289;0;0;0;0;9,41851719667474;0;2,2613329330855954;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
163;02:43:00;0;0;0;0;0;0;0;0;1,087999136886075;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8715438748203028;0,22856449226507475;1,0876656931878828;0;0;0;0;9,420063505431763;0;2,2613363943516003;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
164;02:44:00;0;0;0;0;0;0;0;0;1,0881135026662943;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8717999606604517;0,22873602952917266;1,0877023206077403;0;0;0;0;9,42228166560748;0;2,2618331283913538;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
165;02:45:00;0;0;0;0;0;0;0;0;1,0885449720706835;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8718693761606712;0,22876950834778328;1,0882593960410494;0;0;0;0;9,42261160112549;0;2,261940885807871;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
166;02:46:00;0;0;0;0;0;0;0;0;1,08899898457991;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8722051551783313;0,22886846303640823;1,0885575312319085;0;0;0;0;9,423712250460618;0;2,262865947651976;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
167;02:47:00;0;0;0;0;0;0;0;0;1,0891001800687683;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8722962144068618;0,22892501477996166;1,0886474353665248;0;0;0;0;9,426433601937653;0;2,263678876346441;0;0;0;0;0;0;0,927045934426229;0,161554540983607;6,31525704918033;
