Inner Device Heat Gains.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Cellar Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Children Room Light Device (20W);AFK BM-2N;Eye Glass Cleaner Grundig UC 5020;Clatronic MS 3249 Milk Foamer;Nespresso Coffee Machine, Single Cup;AEG PN 2200 RX 4935365097;Hand-held Circular Saw / Bosch PKS 46;Skil 4270;Polishing Machine / Flex L 602 VR;Dishwasher NEFF SD6P1F (2011);Christopeit Treadmill TM 2 Pro;Lawn Mower / Sabo 32-EL;Digitalpiano / Kawai CN-23;Lamp Ikea V1017 Jansjo;AEG SB 2E 650 R;Cordless Screwdriver / Bosch PSR 18 LI-2;Electric Kettle / Petra WK288 1.5L;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;TFT Monitor Samsung S27C750P;Active Speaker Trust Tytan 2.1;Gaming Computer;Cell Phone Samsung Charging;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Westinghouse Fanaway;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Microwave / Panasonic NN 5259;Kitchen Machine Bosch UM4VE2B;Extractor Hood / Miele DA 429-4;Miele DA 61;Deep Fryer / DeLonghi F 28311.W Rotofritteuse;Ricecooker / Tristar RK-6112;Steam Cooker / Phillips HD9140;Immersion Blender Noah Hit Top;Fondue / Unold 48746 Asia;Bauknecht GTE 260;Dryer / Miele T 8626 WP;Electronic Hometrainer / Kettler Satura E;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Phone Siemens Gigaset C320;Canister vacuum cleaner / Siemens VS 06 G 1831;External Harddrive Iomega 3.5";Nintendo Wii;Siemens Kl 20 LA 65 (A+);Electric Razor Braun Cruzer 5;Electric Toothbrush Dondodent Professional Clean;Samsung CLP-315W;Fax / Phillips Faxjet 525 Primo (IPF525);Microsoft Xbox 360;Yamaha RX-V667;Router O2 Box 6431;
70;01:10:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
71;01:11:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
72;01:12:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
73;01:13:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
74;01:14:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
75;01:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
76;01:16:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
77;01:17:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
78;01:18:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
79;01:19:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
80;01:20:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
81;01:21:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
82;01:22:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
83;01:23:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
84;01:24:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
85;01:25:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
86;01:26:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
87;01:27:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
88;01:28:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
89;01:29:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
90;01:30:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
91;01:31:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
92;01:32:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
93;01:33:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
94;01:34:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;4;5;5;5;5;5;5;10;
95;01:35:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
96;01:36:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
97;01:37:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
98;01:38:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
99;01:39:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
100;01:40:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
101;01:41:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
102;01:42:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
103;01:43:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
104;01:44:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
105;01:45:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
106;01:46:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
107;01:47:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
108;01:48:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
109;01:49:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
110;01:50:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
111;01:51:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
112;01:52:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
113;01:53:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
114;01:54:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
115;01:55:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
116;01:56:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
117;01:57:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
118;01:58:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
119;01:59:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
120;02:00:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
121;02:01:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
122;02:02:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
123;02:03:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
124;02:04:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
125;02:05:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
126;02:06:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
127;02:07:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
128;02:08:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
129;02:09:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
130;02:10:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
131;02:11:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
132;02:12:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
133;02:13:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
134;02:14:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
135;02:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
136;02:16:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
137;02:17:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
138;02:18:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
139;02:19:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
140;02:20:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;0;5;5;5;5;5;5;10;
141;02:21:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;1;5;5;5;5;5;5;10;
142;02:22:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
143;02:23:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;2;5;5;5;5;5;5;10;
144;02:24:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
145;02:25:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
146;02:26:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
147;02:27:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10;10;0;0;5;0;0;0;10;10;5;5;0;5;5;5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;5;0;5;0;0;10;0;0;5;3;5;5;5;5;5;5;10;
