Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Christopeit Treadmill TM 2 Pro [var];Laptop Sony Vaio SVE151G11M [var];Lawn Mower / Sabo 32-EL [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Microsoft Xbox 360 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Dishwasher NEFF SD6P1F (2011) [var];Dryer / Miele T 8626 WP [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Hair Dryer Braun Silencio 1250 [var];Siemens Kl 20 LA 65 (A+) [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];
68;01:08:00;0;0;0;0;0;0;0;0,33897368321828153;-24,1585672131148;0;0;0;0,40420317608635886;0,3139191007988596;0;0;-24,7943016393443;0;0,7526735604540334;0;0;0,2730918895501457;-49,7188573770492;0,33965693570161326;0;0,8999690985941478;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
69;01:09:00;0;0;0;0;0;0;0;0,3391744487135314;-24,1585672131148;0;0;0;0,40460338295895604;0,3141232645332933;0;0;-24,7943016393443;0;0,7538756067753541;0;0;0,27335679332914015;-49,7188573770492;0,34014994186995867;0;0,9009165271366728;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
70;01:10:00;0;0;0;0;0;0;0;0,33955796378200176;-24,1585672131148;0;0;0;0,4049720670165863;0,314201232248711;0;0;-24,7943016393443;0;0,7548517599324986;0;0;0,2735173647938554;-49,7188573770492;0,3404538299922997;0;0,9010530428205099;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
71;01:11:00;0;0;0;0;0;0;0;0,34041944984939554;-24,1585672131148;0;0;0;0,4058151468750334;0,3147400502655471;0;0;-24,7943016393443;0;0,7549344809221759;0;0;0,2735551361435541;-49,7188573770492;0,3406128144306801;0;0,9011777223066122;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
72;01:12:00;0;0;0;0;0;0;0;0,34045793750720177;-24,1585672131148;0;0;0;0,4062539046637051;0,31492323483870516;0;0;-24,7943016393443;0;0,75493560653536;0;0;0,27374013960206345;-49,6807426229508;0,340777848926979;0;0,9013336177504622;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
73;01:13:00;0;0;0;0;0;0;0;0,34053072056375217;-24,1585672131148;0;0;0;0,40702686398850013;0,315201288056151;0;0;-24,7943016393443;0;0,7552045911938234;0;0;0,27398935272089486;-49,6807426229508;0,341638577198145;0;0,9027292772991259;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
74;01:14:00;0;0;0;0;0;0;0;0,34069947004415124;-24,1585672131148;0;0;0;0,4070436135324307;0,31544878738247173;0;0;-24,6015606557377;0;0,7580822557320274;0;0;0,2740246954969463;-49,6807426229508;0,3419461411961911;0;0,9030058864554437;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
75;01:15:00;0;0;0;0;0;0;0;0,34082649762757355;-24,1585672131148;0;0;0;0,4071122384018755;0,31593950941664956;0;0;-24,6015606557377;0;0,7580901111335401;0;0;0,274026206229898;-49,6807426229508;0,3420270161259002;0;0,9053999151936599;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
76;01:16:00;0;0;0;0;0;0;0;0,34158200335751787;-23,8411655737705;0;0;0;0,4073718395545688;0,3161621907712016;0;0;-24,6015606557377;0;0,7584307605405317;0;0;0,2740312978490489;-49,6807426229508;0,34213458952271436;0;0,9056942404051597;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
77;01:17:00;0;0;0;0;0;0;0;0,3418190065802077;-23,8411655737705;0;0;0;0,4076153445617827;0,31671406959049153;0;0;-24,6015606557377;0;0,7585412750074045;0;0;0,2740545164590307;-49,6807426229508;0,3422675262773674;0;0,9062397575655887;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
78;01:18:00;0;0;0;0;0;0;0;0,3419065479789463;-23,8411655737705;0;0;0;0,4079809349522159;0,3168734071249916;0;0;-24,6015606557377;0;0,7586937739769304;0;0;0,27407113602313504;-49,6807426229508;0,3424494939704249;0;0,9067159765991571;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
79;01:19:00;0;0;0;0;0;0;0;0,34242394697403594;-23,8411655737705;0;0;0;0,4085198114307606;0,31728885023905;0;0;-24,6015606557377;0;0,75934625228314;0;0;0,27423866659268803;-49,6807426229508;0,3424496565705454;0;0,906744342676484;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
80;01:20:00;0;0;0;0;0;0;0;0,3424527296011401;-23,8411655737705;0;0;0;0,4085436965222472;0,31729187665838904;0;0;-24,6015606557377;0;0,7597995278037881;0;0;0,2742623265668448;-49,6377295081967;0,34327117533020074;0;0,9073330641175849;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
81;01:21:00;0;0;0;0;0;0;0;0,3424884383791316;-23,8411655737705;0;0;0;0,4088142956171044;0,31783824565544133;0;0;-24,6015606557377;0;0,7599489823373048;0;0;0,27454114026555465;-49,6377295081967;0,34336173061546427;0;0,9079849173054366;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
82;01:22:00;0;0;0;0;0;0;0;0,3425682917252491;-23,8411655737705;0;0;0;0,40896624348305904;0,31791354629452434;0;0;-24,6015606557377;0;0,7606004846023524;0;0;0,27461133075094957;-49,6377295081967;0,343491985896091;0;0,9083000476341738;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
83;01:23:00;0;0;0;0;0;0;0;0,34261130843478615;-23,8411655737705;0;0;0;0,40912875473519156;0,31792981991237135;0;0;-24,5873606557377;0;0,7606453233244967;0;0;0,2746335668940002;-49,6377295081967;0,34358251311594007;0;0,9088174046861722;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
84;01:24:00;0;0;0;0;0;0;0;0,34263081925806876;-23,8411655737705;0;0;0;0,4092892354088193;0,31793623845118346;0;0;-24,5873606557377;0;0,7619447652146971;0;0;0,2746352863075526;-49,6377295081967;0,3437576804922273;0;0,9094427173273066;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
85;01:25:00;0;0;0;0;0;0;0;0,34274380122176035;-23,5790213114754;0;0;0;0,40960635042071963;0,3179610942980753;0;0;-24,5873606557377;0;0,7620660692637334;0;0;0,27470523904477884;-49,6377295081967;0,3441430383046198;0;0,9099921386235315;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
86;01:26:00;0;0;0;0;0;0;0;0,3433138897156609;-23,5790213114754;0;0;0;0,4098716905096437;0,3182787366602133;0;0;-24,5873606557377;0;0,7621486821330581;0;0;0,2750607529810499;-49,6377295081967;0,34435199803182903;0;0,9105912130953899;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,17003360655738;
87;01:27:00;0;0;0;0;0;0;0;0,3437051978969031;-23,5790213114754;0;0;0;0,4099768771024387;0,31836795926076117;0;0;-24,5873606557377;0;0,7624105990215678;0;0;0,2752688733570731;-49,6377295081967;0,3443902274184478;0;0,9109156764685924;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,16741524590164;
88;01:28:00;0;0;0;0;0;0;0;0,3440376552281442;-23,5790213114754;0;0;0;0,4100885191024983;0,3184377395531055;0;0;-24,5873606557377;0;0,7647611436730938;0;0;0,2754176245595494;-49,6377295081967;0,3447154268457745;0;0,9120637856668727;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,16741524590164;
89;01:29:00;0;0;0;0;0;0;0;0,34412786379346;-23,5790213114754;0;0;0;0,4101651425311658;0,3184666310685768;0;0;-24,5873606557377;0;0,7649756784979376;0;0;0,275508937712347;-49,6177639344262;0,3447476393080235;0;0,9124727972980987;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;-0,227673278688525;-4,16741524590164;
90;01:30:00;0;0;0;0;0;0;0;0,344919961230229;-23,5790213114754;0;0;0;0,4102777314712077;0,3184967031571567;0;0;-24,5873606557377;0;0,7654864358086985;0;0;0,2755274574871503;-49,6126786885246;0,34483523648682246;0;0,912786242807949;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
91;01:31:00;0;0;0;0;0;0;0;0,34503390971346726;-23,5790213114754;0;0;0;0,41029150104731166;0,3195837092259032;0;0;-24,5873606557377;0;0,7664751842481632;0;0;0,2756539112797021;-49,6098721311475;0,34526163246991465;0;0,9130444670797753;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
92;01:32:00;0;0;0;0;0;0;0;0,34506194228913706;-23,5790213114754;0;0;0;0,41044630471806043;0,3196781883109087;0;0;-24,5838836065574;0;0,7673839917367419;0;0;0,2760872270792977;-49,6098721311475;0,34542161942071153;0;0,9134839201300335;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
93;01:33:00;0;0;0;0;0;0;0;0,34537870680076954;-23,5790213114754;0;0;0;0,4105450956326643;0,31979248006793054;0;0;-24,5838836065574;0;0,7677264449367187;0;0;0,27628823609557995;-49,6098721311475;0,34545772383988815;0;0,9136586036694159;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
94;01:34:00;0;0;0;0;0;0;0;0,34590082220517465;-23,3964836065574;0;0;0;0,4108541123876409;0,3198547930281663;0;0;-24,5838836065574;0;0,7679105691540582;0;0;0,2763110963964575;-49,6098721311475;0,34589927381407276;0;0,9140180963777991;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
95;01:35:00;0;0;0;0;0;0;0;0,3460997365213753;-23,3964836065574;0;0;0;0,41094231606087356;0,31992988302306036;0;0;-24,5838836065574;0;0,7683069972388203;0;0;0,2764714540678368;-49,6098721311475;0,34612427584870714;0;0,9141457216916974;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
96;01:36:00;0;0;0;0;0;0;0;0,3462068450916209;-23,3964836065574;0;0;0;0,4110631569390821;0,3200893055250007;0;0;-24,5838836065574;0;0,7683853240124814;0;0;0,2767488423381489;-49,6098721311475;0,3464560168212449;0;0,9142161901818134;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
97;01:37:00;0;0;0;0;0;0;0;0,34644522219816154;-23,3964836065574;0;0;0;0,4112085595535606;0,3202452530823122;0;0;-24,5838836065574;0;0,7684867420461128;0;0;0,2769521736172427;-49,6098721311475;0,346496017691552;0;0,9145044647695034;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
98;01:38:00;0;0;0;0;0;0;0;0,34722052612659027;-23,3964836065574;0;0;0;0,4114854674206622;0,3206991616261377;0;0;-24,5838836065574;0;0,7696427512240241;0;0;0,2770248762341879;-49,6098721311475;0,34654810466251507;0;0,9145185642230061;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
99;01:39:00;0;0;0;0;0;0;0;0,34742615794584175;-23,3964836065574;0;0;0;0,41201228068850687;0,32106885585006967;0;0;-24,5838836065574;0;0,7696457499283121;0;0;0,27707679421187004;-49,535962295082;0,3470957414365734;0;0,9150241652242148;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
100;01:40:00;0;0;0;0;0;0;0;0,34778524934393296;-23,3964836065574;0;0;0;0,41201660649545124;0,3210738091358081;0;0;-24,5838836065574;0;0,7702532644466376;0;0;0,2771722292405017;-49,5110213114754;0,34712535224717095;0;0,9157453760475865;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
101;01:41:00;0;0;0;0;0;0;0;0,3480805651810194;-23,3964836065574;0;0;0;0,4121116366749339;0,32113074406907915;0;0;-24,5395901639344;0;0,7703682459983581;0;0;0,2773181820727724;-49,506562295082;0,3475631282587091;0;0,9165769974305231;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
102;01:42:00;0;0;0;0;0;0;0;0,3484714232028515;-23,3964836065574;0;0;0;0,41217459217749114;0,3214426378303894;0;0;-24,5395901639344;0;0,7703999376466021;0;0;0,2774240912936692;-49,5007754098361;0,3479689011526958;0;0,9170160013206728;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
103;01:43:00;0;0;0;0;0;0;0;0,3485613637521324;-21,6579684262295;0;0;0;0,41225788232773386;0,3216241399910176;0;0;-24,5395901639344;0;0,7704316619021365;0;0;0,27746080768665626;-49,5007754098361;0,3480059143756932;0;0,9172914880103471;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
104;01:44:00;0;0;0;0;0;0;0;0,34874145467393725;-21,6579684262295;0;0;0;0,412260617009892;0,321812867283964;0;0;-24,5395901639344;0;0,7704419249369551;0;0;0,27773986020632263;-49,5007754098361;0,3481941419077079;0;0,9176610831881532;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
105;01:45:00;0;0;0;0;0;0;0;0,34885956520591554;-21,6579684262295;0;0;0;0,4124916952776648;0,3218911098339041;0;0;-24,5395901639344;0;0,7709604424299412;0;0;0,27775724349104247;-49,5007754098361;0,3482668362101868;0;0,9182794179915661;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
106;01:46:00;0;0;0;0;0;0;0;0,34892965068463155;-21,6579684262295;0;0;0;0,4125209067277365;0,3219521139111061;0;0;-24,5395901639344;0;0,7709764781707301;0;0;0,27832816652480546;-49,5007754098361;0,34839006175701165;0;0,9183329705906287;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
107;01:47:00;0;0;0;0;0;0;0;0,3489673979590894;-21,6579684262295;0;0;0;0,4126028944473492;0,32196616713657694;0;0;-24,5395901639344;0;0,7712796327405148;0;0;0,2784190859398064;-49,5007754098361;0,34841901000089565;0;0,9187806495267995;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
108;01:48:00;0;0;0;0;0;0;0;0,349003393722261;-21,6579684262295;0;0;0;0,412606605304489;0,32225866073858644;0;0;-24,5395901639344;0;0,7714917376936132;0;0;0,2784375117554585;-49,5007754098361;0,34854814891234087;0;0,9196811170861454;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
109;01:49:00;0;0;0;0;0;0;0;0,34907075938730286;-21,6579684262295;0;0;0;0,4127686380327726;0,3225647824342004;0;0;-24,5395901639344;0;0,7721568421424762;0;0;0,27845836401845064;-49,5007754098361;0,34895430767717656;0;0,9205871648303715;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
110;01:50:00;0;0;0;0;0;0;0;0,3492831960681614;-19,7393290163934;0;0;0;0,41285699008448984;0,32266390153265756;0;0;-24,4187524590164;0;0,772200409314644;0;0;0,2786593186547341;-49,5007754098361;0,34908782796434973;0;0,9205990624149231;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
111;01:51:00;0;0;0;0;0;0;0;0,34928551438850625;-19,7393290163934;0;0;0;0,4131056720754979;0,3227262990193708;0;0;-24,4187524590164;0;0,7725317747813817;0;0;0,27888914644977636;-49,4999393442623;0,34932118228024583;0;0,9206759218629502;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
112;01:52:00;0;0;0;0;0;0;0;0,34938383932285166;-19,7393290163934;0;0;0;0,4132529881819429;0,3229043248434414;0;0;-24,4187524590164;0;0,774757686382335;0;0;0,2790179052965584;-49,4999393442623;0,3493250180772854;0;0,9210135517103814;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
113;01:53:00;0;0;0;0;0;0;0;0,34963809211003843;-19,7393290163934;0;0;0;0,41355249963526375;0,32290806267538363;0;0;-24,4187524590164;0;0,7754706147686121;0;0;0,2791537262881266;-49,4999393442623;0,3494871238129739;0;0,9211399919049498;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
114;01:54:00;0;0;0;0;0;0;0;0,3497515194084749;-19,7393290163934;0;0;0;0,4135588998400998;0,32294659570310386;0;0;-24,4187524590164;0;0,7758900686967263;0;0;0,2796664796884051;-49,4999393442623;0,3495217536013792;0;0,921460391307705;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
115;01:55:00;0;0;0;0;0;0;0;0,3498322950902359;-19,7393290163934;0;0;0;0,4136455437523471;0,3232307217821297;0;0;-24,4187524590164;0;0,7759237174283989;0;0;0,27990396079669994;-49,4999393442623;0,3495849434625552;0;0,9218316198449201;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
116;01:56:00;0;0;0;0;0;0;0;0,3498385493401861;-19,7393290163934;0;0;0;0,41382090401509464;0,3232420852629324;0;0;-24,4187524590164;0;0,7766414072115582;0;0;0,2799705485246536;-49,4999393442623;0,34962624940045933;0;0,921856095827321;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
117;01:57:00;0;0;0;0;0;0;0;0,34991862024194964;-19,7393290163934;0;0;0;0,4140071517344045;0,3232623390937227;0;0;-24,4187524590164;0;0,7766683886632677;0;0;0,28007732951943926;-49,4999393442623;0,34970123512124274;0;0,9228061166059158;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
118;01:58:00;0;0;0;0;0;0;0;0,3499254317919711;-19,7393290163934;0;0;0;0,41422595258092604;0,32338599314593247;0;0;-24,4187524590164;0;0,7774600404538605;0;0;0,2801248137978882;-49,4999393442623;0,3497515924494519;0;0,9230783928693211;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
119;01:59:00;0;0;0;0;0;0;0;0,3500067316786263;-17,1051716393443;0;0;0;0,41506806181364647;0,3234703911222889;0;0;-24,3763885245902;0;0,7774916281610462;0;0;0,2801770034329354;-49,4999393442623;0,35017325355079504;0;0,9231373512569685;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
120;02:00:00;0;0;0;0;0;0;0;0,3501485345672024;-17,1051716393443;0;0;0;0,415112613286886;0,32350763951018685;0;0;-24,3763885245902;0;0,7774950282897394;0;0;0,2803572652740403;-49,4943163934426;0,3501955558954381;0;0,9233946449476028;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
121;02:01:00;0;0;0;0;0;0;0;0,3502392985440248;-17,1051716393443;0;0;0;0,41529617473668423;0,3236735801230779;0;0;-24,3763885245902;0;0,7789340200373791;0;0;0,2803655279545265;-49,4943163934426;0,35040558852045645;0;0,9239418609959095;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
122;02:02:00;0;0;0;0;0;0;0;0,350274408862037;-17,1051716393443;0;0;0;0,4152999289833782;0,32381873763718155;0;0;-24,3763885245902;0;0,7793073732740522;0;0;0,2807184405669546;-49,4943163934426;0,3504152665499826;0;0,9242873130937271;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
123;02:03:00;0;0;0;0;0;0;0;0,3504241814631579;-17,1051716393443;0;0;0;0,4156413995043665;0,32391276922926354;0;0;-24,3763885245902;0;0,7799874127558692;0;0;0,28080910553410154;-49,4943163934426;0,3506540150425777;0;0,9244273818235537;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
124;02:04:00;0;0;0;0;0;0;0;0,35043630410900584;-17,1051716393443;0;0;0;0,41578562389235757;0,3239906503532692;0;0;-24,1212868852459;0;0,7802925113447075;0;0;0,2808359012975962;-49,4943163934426;0,35088739871676583;0;0,9244693996696951;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
125;02:05:00;0;0;0;0;0;0;0;0,35058057586655367;-17,1051716393443;0;0;0;0,415801454487303;0,3241019208356709;0;0;-24,1212868852459;0;0,7802946839365223;0;0;0,2813330016322525;-49,4943163934426;0,3509505251109396;0;0,9246911849880243;0;0;0;0;0;0;0;0;0;0;-9,95073016393443;0,589363278688524;-4,16741524590164;
126;02:06:00;0;0;0;0;0;0;0;0,35086326114571526;-17,1051716393443;0;0;0;0,4158809425230611;0,32416084950255875;0;0;-24,1212868852459;0;0,780336246764985;0;0;0,2814020285625403;-49,4943163934426;0,35104519689551766;0;0,9257175933995012;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
127;02:07:00;0;0;0;0;0;0;0;0,35091661493283455;-17,1051716393443;0;0;0;0,4159335146366503;0,32419343024537445;0;0;-24,1212868852459;0;0,7807206554069333;0;0;0,2819292732263414;-49,4943163934426;0,3511529286828231;0;0,9257180563555638;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
128;02:08:00;0;0;0;0;0;0;0;0,3509287558627208;-17,1051716393443;0;0;0;0,416245560033247;0,32420181249082936;0;0;-24,1212868852459;0;0,7813363722578173;0;0;0,28195066284091713;-49,4882475409836;0,35125769210749264;0;0,9257540208385372;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
129;02:09:00;0;0;0;0;0;0;0;0,3510901746319723;-17,1051716393443;0;0;0;0,4162755816360347;0,3242100601743068;0;0;-24,1212868852459;0;0,7819088295886145;0;0;0,2821110003786319;-49,4882475409836;0,3512847760142933;0;0,9258754662390688;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
130;02:10:00;0;0;0;0;0;0;0;0,3511891790269521;-16,5635190163934;0;0;0;0,4163049440846208;0,32435167428149825;0;0;-24,1212868852459;0;0,7819269317233621;0;0;0,2821291277973893;-49,4882475409836;0,35160959863405106;0;0,9265043769213841;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
131;02:11:00;0;0;0;0;0;0;0;0,3514106963199904;-16,5635190163934;0;0;0;0,41644939683431054;0,32442443958631056;0;0;-24,1212868852459;0;0,7824536966358845;0;0;0,28223422495917655;-49,4882475409836;0,35168360573278795;0;0,9268400588514182;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
132;02:12:00;0;0;0;0;0;0;0;0,3514146206356782;-16,5635190163934;0;0;0;0,4164635166689149;0,3245323766376889;0;0;-24,1212868852459;0;0,7835654249587266;0;0;0,28238489768404706;-49,4882475409836;0,3518051673195324;0;0,9269735688512286;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
133;02:13:00;0;0;0;0;0;0;0;0,35166409162719736;-16,5635190163934;0;0;0;0,41652954542949355;0,32454143384327205;0;0;-24,0826459016393;0;0,7836536213056455;0;0;0,2824712939396627;-49,4882475409836;0,35180891987268503;0;0,927019036994709;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
134;02:14:00;0;0;0;0;0;0;0;0,3521114347285742;-16,5635190163934;0;0;0;0,4165888178941645;0,324623240684194;0;0;-24,0826459016393;0;0,7836606657613227;0;0;0,2825129255448404;-49,4882475409836;0,3518583704588255;0;0,9277511035430261;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
135;02:15:00;0;0;0;0;0;0;0;0,3521522823863329;-16,5635190163934;0;0;0;0,41682275209275377;0,32476076081400196;0;0;-24,0826459016393;0;0,7841888503413879;0;0;0,2825473766101275;-49,4882475409836;0,3519291812430458;0;0,9282523816471397;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
136;02:16:00;0;0;0;0;0;0;0;0,352174636596343;-16,5635190163934;0;0;0;0,41728605956123294;0,32479574446416204;0;0;-24,0826459016393;0;0,7848185809654558;0;0;0,28264140939158255;-49,4882475409836;0,3519420487233129;0;0,9292178988672242;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
137;02:17:00;0;0;0;0;0;0;0;0,35236598726906926;-16,5635190163934;0;0;0;0,41731414955788354;0,3249197837626404;0;0;-24,0826459016393;0;0,7851394405008759;0;0;0,2830173464740943;-49,4882475409836;0,35201616109720046;0;0,9293455760294309;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
138;02:18:00;0;0;0;0;0;0;0;0,3525007669801678;-16,5635190163934;0;0;0;0,41738979903103335;0,32510237015261434;0;0;-24,0826459016393;0;0,7860278645273523;0;0;0,2830741343360475;-49,4877278688525;0,3527710526224287;0;0,9295639270718804;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
139;02:19:00;0;0;0;0;0;0;0;0,35257573926624497;-16,4553475409836;0;0;0;0,4179030649824098;0,32530431039316265;0;0;-24,0826459016393;0;0,786195860254812;0;0;0,28313280379890626;-49,4837213114754;0,3530395150218774;0;0,9296694386381825;0;0;0;0;0;0;0;0;0;0;-9,93679426229508;0,589363278688524;-4,16741524590164;
