"Latitude (decimal degrees):	41.811"
"Longitude (decimal degrees):	12.632"
"Elevation (m):	149"
"Radiation database:	PVGIS-SARAH3"


Slope: 35 deg. 
Azimuth: 0 deg. 
"Nominal power of the PV system (c-Si) (kWp):	1.0"
"System losses (%):	14.0"
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0910,421.52,497.91,21.0,7.66,1.66,0.0
20230119:1010,226.03,271.96,25.79,8.24,3.45,0.0
20230119:1110,599.57,702.46,27.8,8.36,4.41,0.0
20230119:1210,227.53,272.84,26.76,8.01,4.41,0.0
20230119:1310,23.8,41.72,22.8,7.97,4.48,0.0
20230119:1410,262.34,309.54,16.41,7.38,4.48,0.0
20230119:1510,44.98,67.51,8.2,6.15,3.17,0.0
20230119:1610,0.0,0.0,0.0,5.36,2.62,0.0
20230119:1710,0.0,0.0,0.0,4.32,1.52,0.0
20230119:1810,0.0,0.0,0.0,3.56,1.52,0.0
20230119:1910,0.0,0.0,0.0,3.43,1.38,0.0
20230119:2010,0.0,0.0,0.0,3.42,1.59,0.0
20230119:2110,0.0,0.0,0.0,3.08,1.45,0.0
20230119:2210,0.0,0.0,0.0,2.54,1.17,0.0
20230119:2310,0.0,0.0,0.0,2.89,0.83,0.0
20230120:0010,0.0,0.0,0.0,2.68,0.83,0.0
20230120:0110,0.0,0.0,0.0,2.34,0.97,0.0
20230120:0210,0.0,0.0,0.0,2.21,1.31,0.0
20230120:0310,0.0,0.0,0.0,1.62,1.59,0.0
20230120:0410,0.0,0.0,0.0,1.03,1.86,0.0
20230120:0510,0.0,0.0,0.0,0.75,1.93,0.0
20230120:0610,0.0,0.0,0.0,0.97,1.86,0.0
20230120:0710,83.66,112.87,5.39,1.03,1.59,0.0
20230120:0810,88.11,115.11,14.1,2.18,1.66,0.0
20230120:0910,52.06,75.1,21.16,3.84,1.86,0.0
20230120:1010,78.44,105.69,25.98,4.88,2.41,0.0
20230120:1110,108.43,139.99,28.01,5.76,2.55,0.0
20230120:1210,56.27,80.66,26.98,6.15,2.62,0.0
20230120:1310,35.2,55.63,23.02,6.23,3.1,0.0
20230120:1410,36.07,56.55,16.63,5.71,3.38,0.0
20230120:1510,17.66,33.38,8.41,5.25,3.93,0.0
20230120:1610,0.0,0.0,0.0,4.89,4.34,0.0
20230120:1710,0.0,0.0,0.0,4.32,4.62,0.0
20230120:1810,0.0,0.0,0.0,3.88,4.83,0.0
20230120:1910,0.0,0.0,0.0,3.4,4.62,0.0
20230120:2010,0.0,0.0,0.0,3.27,4.48,0.0
20230120:2110,0.0,0.0,0.0,3.1,4.41,0.0
20230120:2210,0.0,0.0,0.0,3.04,4.48,0.0
20230120:2310,0.0,0.0,0.0,2.96,4.55,0.0
20230121:0010,0.0,0.0,0.0,2.79,4.55,0.0
20230121:0110,0.0,0.0,0.0,2.54,4.55,0.0
20230121:0210,0.0,0.0,0.0,2.49,4.55,0.0
20230121:0310,0.0,0.0,0.0,2.44,4.48,0.0
20230121:0410,0.0,0.0,0.0,2.3,4.41,0.0
20230121:0510,0.0,0.0,0.0,2.16,4.07,0.0
20230121:0610,0.0,0.0,0.0,2.06,3.79,0.0
20230121:0710,72.06,99.38,5.51,1.81,3.79,0.0
20230121:0810,438.37,501.21,14.24,2.06,3.24,0.0
20230121:0910,475.53,542.87,21.33,2.85,3.31,0.0
20230121:1010,689.41,800.08,26.18,3.89,3.59,0.0
20230121:1110,736.91,862.78,28.23,4.97,3.79,0.0
20230121:1210,591.19,685.5,27.21,5.4,3.72,0.0
20230121:1310,532.21,614.13,23.25,5.41,3.79,0.0
20230121:1410,241.77,284.57,16.86,5.23,3.86,0.0
20230121:1510,142.72,178.29,8.62,4.71,3.52,0.0
20230121:1610,0.0,0.0,0.0,4.03,3.31,0.0
20230121:1710,0.0,0.0,0.0,3.38,2.9,0.0
20230121:1810,0.0,0.0,0.0,2.88,2.55,0.0
20230121:1910,0.0,0.0,0.0,2.46,1.86,0.0
20230121:2010,0.0,0.0,0.0,1.66,1.66,0.0
20230121:2110,0.0,0.0,0.0,1.15,1.59,0.0
20230121:2210,0.0,0.0,0.0,0.77,1.52,0.0
20230121:2310,0.0,0.0,0.0,0.42,1.52,0.0
20230122:0010,0.0,0.0,0.0,0.21,1.52,0.0
20230122:0110,0.0,0.0,0.0,-0.12,1.66,0.0
20230122:0210,0.0,0.0,0.0,-0.45,1.79,0.0
20230122:0310,0.0,0.0,0.0,-0.29,1.86,0.0
20230122:0410,0.0,0.0,0.0,0.26,1.86,0.0
20230122:0510,0.0,0.0,0.0,0.45,1.93,0.0
20230122:0610,0.0,0.0,0.0,0.76,1.86,0.0
20230122:0710,123.82,158.13,5.64,-0.3,1.72,0.0
20230122:0810,81.99,107.93,14.39,1.15,1.52,0.0
20230122:0910,529.94,619.97,21.5,3.59,1.31,0.0
20230122:1010,658.94,788.63,26.38,5.36,1.45,0.0
20230122:1110,650.88,779.42,28.45,6.51,1.79,0.0
20230122:1210,506.15,596.21,27.44,7.04,2.21,0.0
20230122:1310,265.46,315.52,23.49,7.09,2.14,0.0
20230122:1410,414.04,487.66,17.08,7.07,1.79,0.0
20230122:1510,140.12,177.75,8.84,6.7,1.17,0.0
20230122:1610,0.0,0.0,0.0,5.93,0.69,0.0
20230122:1710,0.0,0.0,0.0,5.38,0.21,0.0
20230122:1810,0.0,0.0,0.0,3.86,0.9,0.0
20230122:1910,0.0,0.0,0.0,2.93,1.1,0.0
20230122:2010,0.0,0.0,0.0,1.63,1.38,0.0
20230122:2110,0.0,0.0,0.0,0.87,1.72,0.0
20230122:2210,0.0,0.0,0.0,0.35,1.72,0.0
20230122:2310,0.0,0.0,0.0,-0.01,1.79,0.0
20230123:0010,0.0,0.0,0.0,-0.22,1.72,0.0
20230123:0110,0.0,0.0,0.0,0.01,1.59,0.0
20230123:0210,0.0,0.0,0.0,-0.01,1.52,0.0
20230123:0310,0.0,0.0,0.0,0.01,1.38,0.0
20230123:0410,0.0,0.0,0.0,0.06,1.45,0.0
20230123:0510,0.0,0.0,0.0,0.06,1.52,0.0
20230123:0610,0.0,0.0,0.0,0.17,1.59,0.0
20230123:0710,0.79,7.42,5.77,0.82,1.45,0.0
20230123:0810,25.94,43.57,14.54,2.32,1.17,0.0
20230123:0910,44.79,66.75,21.68,4.3,1.17,0.0
20230123:1010,117.02,149.97,26.59,6.18,1.86,0.0
20230123:1110,108.49,140.92,28.68,7.37,2.9,0.0
20230123:1210,305.59,361.24,27.68,7.98,3.17,0.0
20230123:1310,423.46,495.87,23.73,7.89,3.03,0.0
20230123:1410,224.46,268.99,17.31,7.47,2.83,0.0
20230123:1510,160.36,199.81,9.06,6.5,2.55,0.0
20230123:1610,0.0,0.0,0.0,5.71,2.62,0.0
20230123:1710,0.0,0.0,0.0,5.07,2.55,0.0
20230123:1810,0.0,0.0,0.0,4.46,2.21,0.0
20230123:1910,0.0,0.0,0.0,3.85,2.48,0.0
20230123:2010,0.0,0.0,0.0,3.65,2.28,0.0
20230123:2110,0.0,0.0,0.0,3.19,2.07,0.0
20230123:2210,0.0,0.0,0.0,2.7,2.0,0.0
20230123:2310,0.0,0.0,0.0,1.99,2.21,0.0
20230124:0010,0.0,0.0,0.0,1.74,2.14,0.0
20230124:0110,0.0,0.0,0.0,1.31,2.07,0.0
20230124:0210,0.0,0.0,0.0,0.89,2.07,0.0
20230124:0310,0.0,0.0,0.0,0.75,2.0,0.0
20230124:0410,0.0,0.0,0.0,0.38,1.93,0.0
20230124:0510,0.0,0.0,0.0,-0.01,2.0,0.0
20230124:0610,0.0,0.0,0.0,-0.06,2.07,0.0
20230124:0710,3.73,12.98,5.9,1.19,1.93,0.0
20230124:0810,198.81,236.7,14.7,2.64,1.72,0.0
20230124:0910,463.39,545.08,21.87,5.71,1.31,0.0
20230124:1010,499.87,597.07,26.8,7.92,1.24,0.0
20230124:1110,497.51,593.66,28.92,9.01,1.86,0.0
20230124:1210,634.8,770.16,27.93,9.51,1.79,0.0
20230124:1310,624.44,758.68,23.97,9.99,1.66,0.0
20230124:1410,440.97,530.29,17.55,10.12,1.24,0.0
20230124:1510,260.05,322.22,9.28,9.74,0.41,0.0
20230124:1610,0.0,0.0,0.0,8.75,0.48,0.0
20230124:1710,0.0,0.0,0.0,6.78,1.31,0.0
20230124:1810,0.0,0.0,0.0,5.51,1.86,0.0
20230124:1910,0.0,0.0,0.0,4.2,2.0,0.0
20230124:2010,0.0,0.0,0.0,3.21,2.0,0.0
20230124:2110,0.0,0.0,0.0,2.47,2.07,0.0
20230124:2210,0.0,0.0,0.0,1.86,2.21,0.0
20230124:2310,0.0,0.0,0.0,1.53,2.34,0.0
20230125:0010,0.0,0.0,0.0,1.37,2.41,0.0
20230125:0110,0.0,0.0,0.0,1.28,2.48,0.0
20230125:0210,0.0,0.0,0.0,1.04,2.55,0.0
20230125:0310,0.0,0.0,0.0,0.78,2.48,0.0
20230125:0410,0.0,0.0,0.0,0.52,2.55,0.0
20230125:0510,0.0,0.0,0.0,0.4,2.48,0.0
20230125:0610,0.0,0.0,0.0,0.25,2.48,0.0
20230125:0710,17.69,33.08,6.04,1.2,2.34,0.0
20230125:0810,121.97,152.51,14.87,2.6,2.07,0.0
20230125:0910,271.76,320.1,22.06,5.04,1.79,0.0
20230125:1010,401.13,474.77,27.02,7.52,1.52,0.0
20230125:1110,301.89,362.4,29.16,9.22,1.52,0.0
20230125:1210,538.58,652.32,28.18,10.02,1.31,0.0
20230125:1310,538.32,650.7,24.22,10.26,1.45,0.0
20230125:1410,146.61,185.48,17.79,10.25,1.66,0.0
20230125:1510,45.67,69.24,9.51,9.53,1.59,0.0
20230125:1610,0.0,0.0,0.0,8.2,1.93,0.0
20230125:1710,0.0,0.0,0.0,6.77,2.07,0.0
20230125:1810,0.0,0.0,0.0,5.65,2.14,0.0
20230125:1910,0.0,0.0,0.0,5.77,2.07,0.0
20230125:2010,0.0,0.0,0.0,5.27,2.0,0.0
20230125:2110,0.0,0.0,0.0,4.51,1.93,0.0
20230125:2210,0.0,0.0,0.0,4.14,1.86,0.0
20230125:2310,0.0,0.0,0.0,3.59,1.93,0.0
20230126:0010,0.0,0.0,0.0,3.21,2.0,0.0
20230126:0110,0.0,0.0,0.0,2.68,2.07,0.0
20230126:0210,0.0,0.0,0.0,2.37,2.07,0.0
20230126:0310,0.0,0.0,0.0,2.1,2.07,0.0
20230126:0410,0.0,0.0,0.0,1.88,2.07,0.0
20230126:0510,0.0,0.0,0.0,1.74,2.07,0.0
20230126:0610,0.0,0.0,0.0,1.58,2.07,0.0
20230126:0710,32.09,51.65,6.19,2.27,2.0,0.0
20230126:0810,255.87,300.31,15.04,3.18,1.79,0.0
20230126:0910,514.28,605.36,22.26,6.06,1.72,0.0
20230126:1010,677.83,824.83,27.25,8.23,1.52,0.0
20230126:1110,723.51,904.2,29.41,9.58,0.97,0.0
20230126:1210,685.59,863.48,28.43,10.28,0.48,0.0
20230126:1310,644.07,802.64,24.47,10.64,0.62,0.0
20230126:1410,489.92,592.92,18.03,10.72,1.24,0.0
20230126:1510,211.54,263.33,9.74,10.29,1.31,0.0
20230126:1610,0.0,0.0,0.0,9.13,1.52,0.0
20230126:1710,0.0,0.0,0.0,7.56,1.72,0.0
20230126:1810,0.0,0.0,0.0,6.32,2.14,0.0
20230126:1910,0.0,0.0,0.0,5.97,1.79,0.0
20230126:2010,0.0,0.0,0.0,5.17,1.93,0.0
20230126:2110,0.0,0.0,0.0,4.76,1.93,0.0
20230126:2210,0.0,0.0,0.0,4.11,2.0,0.0
20230126:2310,0.0,0.0,0.0,3.42,2.07,0.0
20230127:0010,0.0,0.0,0.0,2.88,2.07,0.0
20230127:0110,0.0,0.0,0.0,2.31,2.14,0.0
20230127:0210,0.0,0.0,0.0,1.68,2.07,0.0
20230127:0310,0.0,0.0,0.0,1.07,2.07,0.0
20230127:0410,0.0,0.0,0.0,0.65,2.07,0.0
20230127:0510,0.0,0.0,0.0,0.32,2.0,0.0
20230127:0610,0.0,0.0,0.0,0.06,2.0,0.0
20230127:0710,194.31,238.48,6.35,0.18,2.07,0.0
20230127:0810,438.38,506.1,15.22,1.84,1.72,0.0
20230127:0910,590.56,698.56,22.47,4.97,1.45,0.0
20230127:1010,534.86,637.87,27.48,7.09,1.31,0.0
20230127:1110,350.92,418.82,29.66,8.36,1.24,0.0
20230127:1210,108.88,142.77,28.69,8.79,0.97,0.0
20230127:1310,62.45,89.0,24.73,8.83,0.76,0.0
20230127:1410,96.49,128.11,18.28,8.76,1.03,0.0
20230127:1510,32.1,52.33,9.97,8.21,0.9,0.0
20230127:1610,0.0,0.0,0.0,7.47,0.97,0.0
20230127:1710,0.0,0.0,0.0,6.4,1.1,0.0
20230127:1810,0.0,0.0,0.0,5.83,1.17,0.0
20230127:1910,0.0,0.0,0.0,4.64,1.45,0.0
20230127:2010,0.0,0.0,0.0,4.47,1.59,0.0
20230127:2110,0.0,0.0,0.0,4.95,1.66,0.0
20230127:2210,0.0,0.0,0.0,4.19,1.72,0.0
20230127:2310,0.0,0.0,0.0,3.7,1.86,0.0
20230128:0010,0.0,0.0,0.0,3.93,1.79,0.0
20230128:0110,0.0,0.0,0.0,4.25,1.66,0.0
20230128:0210,0.0,0.0,0.0,3.78,1.79,0.0
20230128:0310,0.0,0.0,0.0,3.77,1.86,0.0
20230128:0410,0.0,0.0,0.0,3.7,1.93,0.0
20230128:0510,0.0,0.0,0.0,3.12,2.0,0.0
20230128:0610,0.0,0.0,0.0,2.6,2.0,0.0
20230128:0710,41.4,62.99,6.51,2.23,2.0,0.0
20230128:0810,27.29,45.43,15.4,3.51,1.72,0.0
20230128:0910,21.15,38.01,22.68,5.67,1.59,0.0
20230128:1010,38.79,60.26,27.72,7.19,1.59,0.0
20230128:1110,80.2,109.4,29.92,8.43,1.59,0.0
20230128:1210,271.26,327.2,28.96,9.02,1.31,0.0
20230128:1310,180.46,223.76,24.99,8.97,0.97,0.0
20230128:1410,41.47,63.97,18.52,8.97,1.17,0.0
20230128:1510,74.13,102.67,10.2,8.66,1.17,0.0
20230128:1610,0.0,0.0,0.0,7.87,0.69,0.0
20230128:1710,0.0,0.0,0.0,6.79,0.34,0.0
20230128:1810,0.0,0.0,0.0,5.96,0.55,0.0
20230128:1910,0.0,0.0,0.0,3.94,1.93,0.0
20230128:2010,0.0,0.0,0.0,3.1,2.14,0.0
20230128:2110,0.0,0.0,0.0,2.88,2.14,0.0
20230128:2210,0.0,0.0,0.0,2.28,2.14,0.0
20230128:2310,0.0,0.0,0.0,1.4,2.28,0.0
20230129:0010,0.0,0.0,0.0,0.81,2.34,0.0
20230129:0110,0.0,0.0,0.0,0.44,2.34,0.0
20230129:0210,0.0,0.0,0.0,0.26,2.34,0.0
20230129:0310,0.0,0.0,0.0,-0.28,2.34,0.0
20230129:0410,0.0,0.0,0.0,-0.7,2.34,0.0
20230129:0510,0.0,0.0,0.0,-0.97,2.34,0.0
20230129:0610,0.0,0.0,0.0,-1.31,2.34,0.0
20230129:0710,200.12,244.03,6.67,-0.64,2.07,0.0
20230129:0810,460.92,532.05,15.59,1.45,1.66,0.0
20230129:0910,613.2,725.53,22.9,4.65,1.52,0.0
20230129:1010,724.68,889.65,27.96,6.93,1.1,0.0
20230129:1110,752.08,957.58,30.18,8.44,0.28,0.0
20230129:1210,727.56,910.77,29.23,9.15,0.83,0.0
20230129:1310,665.03,813.35,25.25,9.43,1.45,0.0
20230129:1410,516.71,618.84,18.78,9.29,1.72,0.0
20230129:1510,275.25,335.17,10.44,8.81,1.79,0.0
20230129:1610,0.0,0.0,0.0,7.75,1.52,0.0
20230129:1710,0.0,0.0,0.0,6.36,1.38,0.0
20230129:1810,0.0,0.0,0.0,5.1,1.45,0.0
20230129:1910,0.0,0.0,0.0,4.98,1.1,0.0
20230129:2010,0.0,0.0,0.0,3.49,1.31,0.0
20230129:2110,0.0,0.0,0.0,2.47,1.52,0.0
20230129:2210,0.0,0.0,0.0,1.69,1.66,0.0
20230129:2310,0.0,0.0,0.0,1.07,1.72,0.0
20230130:0010,0.0,0.0,0.0,0.52,1.66,0.0
20230130:0110,0.0,0.0,0.0,0.08,1.66,0.0
20230130:0210,0.0,0.0,0.0,-0.25,1.66,0.0
20230130:0310,0.0,0.0,0.0,-0.43,1.72,0.0
20230130:0410,0.0,0.0,0.0,-0.76,1.72,0.0
20230130:0510,0.0,0.0,0.0,-1.01,1.66,0.0
20230130:0610,0.0,0.0,0.0,-1.1,1.66,0.0
20230130:0710,192.68,235.7,6.85,-0.83,1.45,0.0
20230130:0810,455.87,530.44,15.79,1.67,0.97,0.0
20230130:0910,617.61,733.09,23.12,4.5,1.31,0.0
20230130:1010,732.91,884.72,28.21,5.94,1.79,0.0
20230130:1110,791.09,964.45,30.45,7.03,2.14,0.0
20230130:1210,756.42,919.32,29.51,7.74,2.21,0.0
20230130:1310,676.26,809.84,25.52,8.15,2.55,0.0
20230130:1410,532.62,627.0,19.03,8.08,3.03,0.0
20230130:1510,247.13,299.39,10.68,7.68,2.62,0.0
20230130:1610,0.0,0.0,0.0,6.83,2.0,0.0
20230130:1710,0.0,0.0,0.0,5.81,1.66,0.0
20230130:1810,0.0,0.0,0.0,4.94,1.03,0.0
20230130:1910,0.0,0.0,0.0,4.86,0.83,0.0
20230130:2010,0.0,0.0,0.0,3.83,1.17,0.0
20230130:2110,0.0,0.0,0.0,2.34,1.72,0.0
20230130:2210,0.0,0.0,0.0,2.03,1.93,0.0
20230130:2310,0.0,0.0,0.0,2.22,2.0,0.0
20230131:0010,0.0,0.0,0.0,2.65,1.86,0.0
20230131:0110,0.0,0.0,0.0,2.73,1.72,0.0
20230131:0210,0.0,0.0,0.0,2.97,1.59,0.0
20230131:0310,0.0,0.0,0.0,2.25,1.93,0.0
20230131:0410,0.0,0.0,0.0,1.38,2.07,0.0
20230131:0510,0.0,0.0,0.0,0.7,2.07,0.0
20230131:0610,0.0,0.0,0.0,0.41,2.14,0.0
20230131:0710,211.45,258.09,7.02,0.62,2.28,0.0
20230131:0810,458.25,531.05,15.99,2.7,1.86,0.0
20230131:0910,618.95,737.36,23.35,6.01,1.59,0.0
20230131:1010,706.83,871.81,28.47,8.57,1.17,0.0
20230131:1110,742.72,945.23,30.73,10.1,0.55,0.0
20230131:1210,706.81,906.47,29.79,10.83,0.14,0.0
20230131:1310,645.26,804.51,25.8,11.12,0.76,0.0
20230131:1410,513.96,623.92,19.29,11.03,1.31,0.0
20230131:1510,288.37,353.63,10.92,10.46,1.52,0.0
20230131:1610,0.0,0.0,0.0,9.16,1.66,0.0
20230131:1710,0.0,0.0,0.0,7.64,1.59,0.0
20230131:1810,0.0,0.0,0.0,6.66,1.03,0.0
20230131:1910,0.0,0.0,0.0,7.23,0.97,0.0
20230131:2010,0.0,0.0,0.0,7.48,0.62,0.0
20230131:2110,0.0,0.0,0.0,6.31,1.03,0.0
20230131:2210,0.0,0.0,0.0,3.35,1.52,0.0
20230131:2310,0.0,0.0,0.0,1.82,1.86,0.0
20230201:0010,0.0,0.0,0.0,1.07,1.93,0.0
20230201:0110,0.0,0.0,0.0,0.58,1.86,0.0
20230201:0210,0.0,0.0,0.0,0.18,1.72,0.0
20230201:0310,0.0,0.0,0.0,0.01,1.79,0.0
20230201:0410,0.0,0.0,0.0,0.13,1.79,0.0
20230201:0510,0.0,0.0,0.0,0.54,1.86,0.0
20230201:0610,0.0,0.0,0.0,0.61,1.93,0.0
20230201:0710,102.3,133.17,7.21,0.45,1.79,0.0
20230201:0810,238.1,280.92,16.2,2.79,1.24,0.0
20230201:0910,409.58,486.39,23.59,7.09,0.9,0.0
20230201:1010,527.86,642.8,28.73,9.0,0.55,0.0
20230201:1110,548.08,673.98,31.01,9.95,0.48,0.0
20230201:1210,642.88,789.71,30.07,10.44,1.45,0.0
20230201:1310,564.6,683.37,26.07,10.53,1.72,0.0
20230201:1410,436.42,523.51,19.55,10.46,1.66,0.0
20230201:1510,270.85,332.45,11.16,9.94,1.17,0.0
20230201:1610,0.0,0.0,0.0,9.38,0.97,0.0
20230201:1710,0.0,0.0,0.0,8.64,0.62,0.0
20230201:1810,0.0,0.0,0.0,8.2,0.62,0.0
20230201:1910,0.0,0.0,0.0,8.28,0.41,0.0
20230201:2010,0.0,0.0,0.0,6.43,1.1,0.0
20230201:2110,0.0,0.0,0.0,5.27,1.52,0.0
20230201:2210,0.0,0.0,0.0,4.58,1.79,0.0
20230201:2310,0.0,0.0,0.0,3.84,1.79,0.0
20230202:0010,0.0,0.0,0.0,3.64,1.79,0.0
20230202:0110,0.0,0.0,0.0,3.26,1.79,0.0
20230202:0210,0.0,0.0,0.0,2.7,1.79,0.0
20230202:0310,0.0,0.0,0.0,2.2,1.86,0.0
20230202:0410,0.0,0.0,0.0,1.8,1.86,0.0
20230202:0510,0.0,0.0,0.0,2.11,1.72,0.0
20230202:0610,0.0,0.0,0.0,1.66,1.86,0.0
20230202:0710,78.85,106.95,7.39,2.08,1.59,0.0
20230202:0810,202.48,243.01,16.41,4.15,1.17,0.0
20230202:0910,582.99,703.63,23.83,7.95,1.1,0.0
20230202:1010,692.26,850.97,29.0,9.78,1.59,0.0
20230202:1110,746.76,924.79,31.29,10.72,2.0,0.0
20230202:1210,712.96,877.7,30.36,11.27,2.21,0.0
20230202:1310,639.09,777.4,26.35,11.49,2.34,0.0
20230202:1410,503.21,604.75,19.81,11.59,2.41,0.0
20230202:1510,240.76,296.96,11.41,11.23,2.14,0.0
20230202:1610,0.0,1.85,1.72,10.07,1.72,0.0
20230202:1710,0.0,0.0,0.0,8.66,1.66,0.0
20230202:1810,0.0,0.0,0.0,7.41,1.52,0.0
20230202:1910,0.0,0.0,0.0,7.13,1.52,0.0
20230202:2010,0.0,0.0,0.0,6.39,1.52,0.0
20230202:2110,0.0,0.0,0.0,5.49,1.59,0.0
20230202:2210,0.0,0.0,0.0,4.64,1.72,0.0
20230202:2310,0.0,0.0,0.0,3.73,1.72,0.0
20230203:0010,0.0,0.0,0.0,2.85,1.86,0.0
20230203:0110,0.0,0.0,0.0,2.35,1.86,0.0
20230203:0210,0.0,0.0,0.0,2.01,1.86,0.0
20230203:0310,0.0,0.0,0.0,1.66,1.86,0.0
20230203:0410,0.0,0.0,0.0,1.23,1.79,0.0
20230203:0510,0.0,0.0,0.0,0.81,1.79,0.0
20230203:0610,0.0,0.0,0.0,0.44,1.79,0.0
20230203:0710,206.6,253.28,7.59,1.13,1.59,0.0
20230203:0810,442.06,520.75,16.63,4.12,0.83,0.0
20230203:0910,574.02,699.92,24.08,8.56,0.62,0.0
20230203:1010,623.19,777.99,29.27,10.69,0.48,0.0
20230203:1110,631.11,794.01,31.58,11.93,0.55,0.0
20230203:1210,709.51,889.23,30.65,12.5,1.52,0.0
20230203:1310,633.48,781.1,26.64,12.56,1.72,0.0
20230203:1410,497.02,603.98,20.08,12.37,1.66,0.0
20230203:1510,280.98,346.28,11.65,11.84,1.66,0.0
20230203:1610,0.0,2.78,1.94,10.56,1.72,0.0
20230203:1710,0.0,0.0,0.0,9.04,1.52,0.0
20230203:1810,0.0,0.0,0.0,7.9,1.24,0.0
20230203:1910,0.0,0.0,0.0,7.52,1.03,0.0
20230203:2010,0.0,0.0,0.0,7.02,0.83,0.0
20230203:2110,0.0,0.0,0.0,6.62,0.9,0.0
20230203:2210,0.0,0.0,0.0,5.38,1.17,0.0
20230203:2310,0.0,0.0,0.0,5.25,1.1,0.0
20230204:0010,0.0,0.0,0.0,5.37,1.03,0.0
20230204:0110,0.0,0.0,0.0,3.43,1.66,0.0
20230204:0210,0.0,0.0,0.0,3.15,1.79,0.0
20230204:0310,0.0,0.0,0.0,2.99,1.79,0.0
20230204:0410,0.0,0.0,0.0,3.5,1.59,0.0
20230204:0510,0.0,0.0,0.0,3.72,1.38,0.0
20230204:0610,0.0,0.0,0.0,3.31,1.52,0.0
20230204:0710,182.71,228.1,7.79,3.77,1.66,0.0
20230204:0810,440.78,519.56,16.86,5.68,1.45,0.0
20230204:0910,610.5,729.22,24.33,8.46,2.28,0.0
20230204:1010,721.98,872.98,29.55,9.58,2.9,0.0
20230204:1110,766.81,940.43,31.88,10.96,2.9,0.0
20230204:1210,646.19,790.32,30.95,12.19,2.41,0.0
20230204:1310,576.53,706.3,26.92,13.19,1.93,0.0
20230204:1410,478.19,583.22,20.35,13.71,1.79,0.0
20230204:1510,80.67,112.22,11.9,13.46,1.79,0.0
20230204:1610,0.0,0.93,2.18,12.2,1.17,0.0
20230204:1710,0.0,0.0,0.0,10.08,1.17,0.0
20230204:1810,0.0,0.0,0.0,8.91,2.48,0.0
20230204:1910,0.0,0.0,0.0,9.36,3.17,0.0
20230204:2010,0.0,0.0,0.0,8.34,2.97,0.0
20230204:2110,0.0,0.0,0.0,7.03,2.76,0.0
20230204:2210,0.0,0.0,0.0,6.16,2.69,0.0
20230204:2310,0.0,0.0,0.0,5.24,2.62,0.0
20230205:0010,0.0,0.0,0.0,4.26,2.48,0.0
20230205:0110,0.0,0.0,0.0,3.03,2.34,0.0
20230205:0210,0.0,0.0,0.0,2.11,2.34,0.0
20230205:0310,0.0,0.0,0.0,1.43,2.48,0.0
20230205:0410,0.0,0.0,0.0,0.92,2.55,0.0
20230205:0510,0.0,0.0,0.0,0.5,2.62,0.0
20230205:0610,0.0,0.0,0.0,0.13,2.62,0.0
20230205:0710,221.89,269.23,7.99,0.47,2.28,0.0
20230205:0810,454.58,525.97,17.09,2.66,2.0,0.0
20230205:0910,615.78,725.55,24.59,5.17,2.14,0.0
20230205:1010,724.2,874.06,29.83,6.59,2.0,0.0
20230205:1110,776.01,951.22,32.18,7.6,1.93,0.0
20230205:1210,745.37,911.11,31.25,8.26,2.0,0.0
20230205:1310,659.89,795.03,27.21,8.65,2.21,0.0
20230205:1410,534.07,635.42,20.62,8.76,2.28,0.0
20230205:1510,315.75,380.68,12.15,8.42,2.14,0.0
20230205:1610,0.73,7.42,2.41,7.43,1.66,0.0
20230205:1710,0.0,0.0,0.0,5.76,1.86,0.0
20230205:1810,0.0,0.0,0.0,4.01,2.0,0.0
20230205:1910,0.0,0.0,0.0,3.24,2.14,0.0
20230205:2010,0.0,0.0,0.0,2.01,2.21,0.0
20230205:2110,0.0,0.0,0.0,0.95,2.41,0.0
20230205:2210,0.0,0.0,0.0,0.21,2.62,0.0
20230205:2310,0.0,0.0,0.0,-0.22,2.69,0.0
20230206:0010,0.0,0.0,0.0,-0.52,2.76,0.0
20230206:0110,0.0,0.0,0.0,-0.87,2.62,0.0
20230206:0210,0.0,0.0,0.0,-1.19,2.55,0.0
20230206:0310,0.0,0.0,0.0,-1.45,2.55,0.0
20230206:0410,0.0,0.0,0.0,-1.67,2.62,0.0
20230206:0510,0.0,0.0,0.0,-1.88,2.48,0.0
20230206:0610,0.0,0.0,0.0,-2.0,2.28,0.0
20230206:0710,0.0,0.0,0.0,-1.58,2.21,0.0
20230206:0810,465.79,534.43,17.32,0.76,2.0,0.0
20230206:0910,641.02,749.02,24.85,2.94,2.14,0.0
20230206:1010,747.94,898.51,30.12,4.37,1.79,0.0
20230206:1110,778.75,954.47,32.48,5.45,1.38,0.0
20230206:1210,745.32,920.65,31.56,6.11,0.9,0.0
20230206:1310,664.84,812.04,27.5,6.72,0.83,0.0
20230206:1410,503.27,604.24,20.89,6.8,0.55,0.0
20230206:1510,206.08,252.55,12.4,6.56,0.62,0.0
20230206:1610,4.53,15.36,2.64,5.96,0.69,0.0
20230206:1710,0.0,0.0,0.0,4.3,0.97,0.0
20230206:1810,0.0,0.0,0.0,2.95,1.52,0.0
20230206:1910,0.0,0.0,0.0,1.8,2.0,0.0
20230206:2010,0.0,0.0,0.0,0.71,2.14,0.0
20230206:2110,0.0,0.0,0.0,-0.07,2.21,0.0
