Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Kitchen Light (60W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (200W) [VA];Toaster / Bosch TAT8SL1 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Westinghouse Fanaway [VA];Clatronic MS 3249 Milk Foamer [VA];Nespresso Coffee Machine, Single Cup [VA];PC / Acer Aspire M3640 [VA];PC Monitor / Fujitsu Siemens Scaleoview H19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN 5259 [VA];Oven / AEG B 33512-5-M [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Bauknecht GTM 2511 [VA];Dehumidifier / Trotec TTK 50 S [VA];Dishwasher Whirlpool 45cm from Ikea [VA];Miele T 495 C [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Coffee Machine / Braun Impression KF 600 [VA];Electric Kettle / Petra WK288 1.5L [VA];Washing Machine AEG Lavamat 54610 [VA];Tectro TP 020 [VA];Sony PlayStation 3 [VA];TV Samsung LED UE40 B7090 [VA];Osram Light Bulb Classic A 60W [VA];CD/DVD Player / Phillips CD 380 [VA];SAT Receiver / Kathrein UFS913 [VA];Siemens VS 91143 S Super 911 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [VA];Electric Toothbrush Dondodent Professional Clean [VA];Smartphone Samung S4 [VA];Yamaha RX-V667 [VA];
63;01:03:00;0;0;0;0;0;0;0;0;0;0;0;4,224775711011899;1,2314128877201544;0,19130538924218335;2,0413302365871524;0;0;0;1,0847983143119344;0;9,417954370615702;0;0;0;0;0;0;0;0;0;0;0;0;3,6635405220536903;2,5;0;0,7236127088002693;1,0935339277297786;0;0;11,3268114754098;0,17227427612238133;4,01463278688525;0;9,645804802869064;
64;01:04:00;0;0;0;0;0;0;0;0;0;0;0;4,2278236375177745;1,232411916719086;0,1913065275637814;2,0429976622262944;0;0;0;1,0860609478606806;0;9,41922164612153;0;0;0;0;0;0;0;0;0;0;0;0;3,6636507294094964;2,5;0;0,7237505514601311;1,0936148809740474;0;0;11,3268114754098;0,17242331953672005;4,01463278688525;0;9,652820003355036;
65;01:05:00;0;0;0;0;0;0;0;0;0;0;0;4,2283351987490665;1,2326134442380767;0,1914401058511761;2,0430532001894504;0;0;0;1,086137087318766;0;9,42082841123944;0;0;0;0;0;0;0;0;0;0;0;0;3,6670022253517636;2,5;0;0,7251679055721593;1,0938122007682827;0;0;11,5550442622951;0,17247004473078817;4,01463278688525;0;9,653630175234346;
66;01:06:00;0;0;0;0;0;0;0;0;0;0;0;4,229309671321316;1,2333995760951735;0,19155914939516208;2,0435079128545057;0;0;0;1,0864155035942449;0;9,442363014973324;0;0;0;0;0;0;0;0;0;0;0;0;3,6751770684196674;2,5;0;0,725169295425183;1,094963979673559;0;0;11,5550442622951;0,17260703768946997;4,01463278688525;0;9,657268825814226;
67;01:07:00;0;0;0;0;0;0;0;0;0;0;0;4,238017362634696;1,2337191209477094;0,1917404748023972;2,044179325601293;0;0;0;1,0878310077611337;0;9,445819142445167;0;0;0;0;0;0;0;0;0;0;0;0;3,675610913431817;2,5;0;0,725612838077019;1,0951848507573956;0;0;11,5550442622951;0,17281574546310782;4,01463278688525;0;9,657501831042337;
68;01:08:00;0;0;0;0;0;0;0;0;0;0;0;4,238451275574098;1,2339191303537644;0,19181375143802315;2,045909237762311;0;0;0;1,088865875174113;0;9,462782536203218;0;0;0;0;0;0;0;0;0;0;0;0;3,676238368717124;2,5;0;0,7258727811816095;1,0955982532431998;0;0;11,5550442622951;0,1729928253463978;4,01463278688525;0;9,66407150753857;
69;01:09:00;0;0;0;0;0;0;0;0;0;0;0;4,240157576363737;1,2354862521868093;0,1918977542537013;2,0466281278576455;0;0;0;1,0894159460920865;0;9,465063434950729;0;0;0;0;0;0;0;0;0;0;0;0;3,679029891470512;2,5;0;0,7262542668602211;1,0966574525115826;0;0;11,5550442622951;0,17314122289225564;4,01463278688525;0;9,669276191406917;
70;01:10:00;0;0;0;0;0;0;0;0;0;0;0;4,24120995528574;1,2369198635464582;0,19197718878777337;2,049312325462271;0;0;0;1,0894709825192994;0;9,465596636847547;0;0;0;0;0;0;0;0;0;0;0;0;3,6796466846622318;2,5;0;0,7264061626277709;1,096789200843398;0;0;11,5550442622951;0,17317690287936788;4,01463278688525;0;9,681131498523447;
71;01:11:00;0;0;0;0;0;0;0;0;0;0;0;4,242120425225849;1,2377985760353067;0,19206679486936257;2,0497382666315636;0;0;0;1,0897933019210964;0;9,471340188306536;0;0;0;0;0;0;0;0;0;0;0;0;3,68205966836762;2,5;0;0,7266192194369275;1,0973767216981138;0;0;11,5550442622951;0,17357327268487707;4,01463278688525;0;9,683892874452189;
72;01:12:00;0;0;0;0;0;0;0;0;0;0;0;4,242657194221122;1,2381404608115467;0,19208139329145263;2,0498427509626937;0;0;0;1,0902596562813056;0;9,487183499996444;0;0;0;0;0;0;0;0;0;0;0;0;3,6851810620124112;2,5;0;0,7272793782702914;1,0984036134411057;0;0;11,5550442622951;0,17364951376293447;4,01463278688525;0;9,688273732508502;
73;01:13:00;0;0;0;0;0;0;0;0;0;0;0;4,2429498466128495;1,239047270344803;0,19229980882122305;2,053049683163933;0;0;0;1,0908051261053393;0;9,492822331762374;0;0;0;0;0;0;0;0;0;0;0;0;3,6870113168066556;2,5;0;0,72783675769631;1,098917748016264;0;0;11,5550442622951;0,1739586187977691;4,01463278688525;0;9,695611262243537;
74;01:14:00;0;0;0;0;0;0;0;0;0;0;0;4,246592429874156;1,2399338892278606;0,1924001138009631;2,0534362627348814;0;0;0;1,0908109900831646;0;9,494633256871381;0;0;0;0;0;0;0;0;0;0;0;0;3,6899953350922154;2,5;0;0,7293896733629617;1,0989699642510484;0;0;11,5550442622951;0,173971387124638;4,01463278688525;0;9,695922729515217;
75;01:15:00;0;0;0;0;0;0;0;0;0;0;0;4,250734648719106;1,2431670288866936;0,19244650734808066;2,0542376930047777;0;0;0;1,0910849003742735;0;9,500446321695662;0;0;0;0;0;0;0;0;0;0;0;0;3,691162373576328;2,5;0;0,7296490516772962;1,099369933941589;0;0;11,5550442622951;0,17411963762299704;4,01463278688525;0;9,70230551995523;
76;01:16:00;0;0;0;0;0;0;0;0;0;0;0;4,253797029330343;1,243815220746016;0,19260623754987144;2,0544173342843273;0;0;0;1,0924372035753682;0;9,500779034752666;0;0;0;0;0;0;0;0;0;0;0;0;3,6925107044366188;2,5;0;0,7308155640223347;1,100519670311332;0;0;11,5550442622951;0,17416138012401353;4,01463278688525;0;9,702481287026284;
77;01:17:00;0;0;0;0;0;0;0;0;0;0;0;4,256180854614175;1,244756296722239;0,19270818050124397;2,054426448059225;0;0;0;1,0925433676998961;0;9,505883317480583;0;0;0;0;0;0;0;0;0;0;0;0;3,693867082461132;2,5;0;0,73212580040398;1,1012120140536565;0;0;11,5550442622951;0,17417132631280488;4,01463278688525;0;9,705581296931518;
78;01:18:00;0;0;0;0;0;0;0;0;0;0;0;4,256742643801698;1,2458439939512687;0,19280150186368789;2,0551129446647294;0;0;0;1,0925932053790097;0;9,505984955080956;0;0;0;0;0;0;0;0;0;0;0;0;3,6944466415152024;2,5;0;0,7329310873064224;1,1016615007689592;0;0;11,5550442622951;0,17418559243311302;4,01463278688525;0;9,730494919742243;
79;01:19:00;0;0;0;0;0;0;0;0;0;0;0;4,256802633199859;1,246140651488296;0,1928183305078492;2,0578808118832113;0;0;0;1,0928244482777771;0;9,51149413523949;0;0;0;0;0;0;0;0;0;0;0;0;3,698773234764363;2,5;0;0,7339025960045964;1,1026272297187223;0;0;11,5550442622951;0,17432693936451832;4,01463278688525;0;9,736576945213528;
80;01:20:00;0;0;0;0;0;0;0;0;0;0;0;4,259409125377923;1,2478695853227546;0,19289155042674383;2,0586350284832755;0;0;0;1,0928400282012416;0;9,514145954809486;0;0;0;0;0;0;0;0;0;0;0;0;3,700012454264199;2,5;0;0,7347765333597271;1,1028986076872793;0;0;11,5550442622951;0,17468514243542668;4,01463278688525;0;9,73872833091557;
81;01:21:00;0;0;0;0;0;0;0;0;0;0;0;4,259516850344991;1,2480933746078715;0,1935153390964344;2,059763629786144;0;0;0;1,0951387868144358;0;9,51652568443345;0;0;0;0;0;0;0;0;0;0;0;0;3,7051064817008252;2,5;0;0,7354423916424435;1,1030677417934485;0;0;11,5550442622951;0,17477082587057255;4,01463278688525;0;9,758765888350228;
82;01:22:00;0;0;0;0;0;0;0;0;0;0;0;4,260527482532055;1,248103624977836;0,1935638159366381;2,060620913707785;0;0;0;1,0951910149755941;0;9,53091238668507;0;0;0;0;0;0;0;0;0;0;0;0;3,706196962150808;2,5;0;0,73559053280984;1,1036481424066529;0;0;11,5550442622951;0,17484256674282336;4,01463278688525;0;9,762893221776988;
83;01:23:00;0;0;0;0;0;0;0;0;0;0;0;4,261296613776411;1,2495339079205126;0,19365100268564722;2,060968185948099;0;0;0;1,0955089998245977;0;9,531003923183038;0;0;0;0;0;0;0;0;0;0;0;0;3,7209916970388885;2,5;0;0,7356330241689277;1,1040756050489593;0;0;11,5550442622951;0,17499652286396186;4,01463278688525;0;9,783752521971355;
84;01:24:00;0;0;0;0;0;0;0;0;0;0;0;4,26383985559114;1,2495912231691473;0,19421177103020248;2,061316824800473;0;0;0;1,0956540424338996;0;9,533059814883273;0;0;0;0;0;0;0;0;0;0;0;0;3,722564443654642;2,5;0;0,7357716464590959;1,1042845933548344;0;0;11,5550442622951;0,17501485511610015;4,01463278688525;0;9,785538744670914;
85;01:25:00;0;0;0;0;0;0;0;0;0;0;0;4,266149579735469;1,249857504330886;0,19435585409338932;2,063223988437112;0;0;0;1,0956764472500282;0;9,534272345231804;0;0;0;0;0;0;0;0;0;0;0;0;3,722692750074079;2,5;0;0,7363090172997115;1,105245147587746;0;0;11,5550442622951;0,17503824534597953;4,01463278688525;0;9,786219997191258;
86;01:26:00;0;0;0;0;0;0;0;0;0;0;0;4,2685001468313;1,2498918447120864;0,19437816596424437;2,0642168073834988;0;0;0;1,096231454043827;0;9,53903305941265;0;0;0;0;0;0;0;0;0;0;0;0;3,726830960024131;2,5;0;0,7363544953543859;1,1054265853070637;0;0;11,5550442622951;0,1751959565649077;4,01489721311475;0;9,792627397668177;
87;01:27:00;0;0;0;0;0;0;0;0;0;0;0;4,279771284659605;1,2499213006715726;0,19457511737795538;2,064579703129327;0;0;0;1,0966559701336804;0;9,554433794193246;0;0;0;0;0;0;0;0;0;0;0;0;3,72944738468046;2,5;0;0,7368970201168173;1,1057237354428817;0;0;11,5550442622951;0,1752356563139502;4,01489721311475;0;9,796031421355352;
88;01:28:00;0;0;0;0;0;0;0;0;0;0;0;4,283105509602872;1,2505020251457668;0,19478996102144794;2,0674996274027575;0;0;0;1,0966919026362272;0;9,55618928166556;0;0;0;0;0;0;0;0;0;0;0;0;3,730163980688256;2,5;0;0,7370549225770737;1,1080260599576668;0;0;11,5550442622951;0,17558829816687824;4,01489721311475;0;9,796371464895948;
89;01:29:00;0;0;0;0;0;0;0;0;0;0;0;4,283724250935821;1,2530330826762806;0,19479894025335634;2,068458674884655;0;0;0;1,0970036714128977;0;9,55730709277547;0;0;0;0;0;0;0;0;0;0;0;0;3,732130104287513;2,5;0;0,7375367992319454;1,1095866327703094;0;0;11,5550442622951;0,17560375608316434;4,01489721311475;0;9,799243157756054;
90;01:30:00;0;0;0;0;0;0;0;0;0;0;0;4,289541770255014;1,2530641946151173;0,19485094578854936;2,068954043165478;0;0;0;1,0980612849134208;0;9,55744317775752;0;0;0;0;0;0;0;0;0;0;0;0;3,73390126690552;2,5;0;0,7379095437771792;1,1097441702062718;0;0;11,5550442622951;0,1756139423137222;4,01489721311475;0;9,799356814693315;
91;01:31:00;0;0;0;0;0;0;0;0;0;0;0;4,290143810471692;1,2532435142266767;0,19499875656099158;2,0702803424683496;0;0;0;1,1007221600694723;0;9,557609472759493;0;0;0;0;0;0;0;0;0;0;0;0;3,736700047360579;2,5;0;0,7389386730909635;1,1110670868161108;0;0;11,5550442622951;0,1758172565102774;4,01489721311475;0;9,80995384305589;
92;01:32:00;0;0;0;0;0;0;0;0;0;0;0;4,290189653587165;1,2558499090874082;0,1951611758604825;2,070396055588137;0;0;0;1,1015891963778164;0;9,557937686630371;0;0;0;0;0;0;0;0;0;0;0;0;3,7456737038096715;2,5;0;0,7389409536143268;1,1111289651978997;0;0;11,5550442622951;0,17586369063502638;4,01489721311475;0;9,815959569841143;
93;01:33:00;0;0;0;0;0;0;0;0;0;0;0;4,291505790948205;1,2559020769342994;0,1951675724352436;2,0720912347813827;0;0;0;1,1019587520227434;0;9,575230796553623;0;0;0;0;0;0;0;0;0;0;0;0;3,749532660019855;2,5;0;0,7391155166171706;1,1124249786837381;0;0;11,5550442622951;0,17613763864934212;4,01489721311475;0;9,81794885786467;
94;01:34:00;0;0;0;0;0;0;0;0;0;0;0;4,294718875171388;1,2569695556870615;0,19533100825079103;2,0732748255738773;0;0;0;1,1021191313691223;0;9,587220274978147;0;0;0;0;0;0;0;0;0;0;0;0;3,7500233780424255;2,5;0;0,7394431737038131;1,1133619283394283;0;0;11,5550442622951;0,17621358183596778;4,01489721311475;0;9,82164187762467;
95;01:35:00;0;0;0;0;0;0;0;0;0;0;0;4,29591562423447;1,2570778465879398;0,19538265175753622;2,0734164216610056;0;0;0;1,1032128139529105;0;9,599048336948675;0;0;0;0;0;0;0;0;0;0;0;0;3,7528161297930276;2,5;0;0,7399442166619011;1,1137141142891887;0;0;11,5550442622951;0,17630437269088017;4,01489721311475;0;9,82320595883684;
96;01:36:00;0;0;0;0;0;0;0;0;0;0;0;4,312229318097963;1,2572729033944523;0,19538581272530478;2,0756693195077784;0;0;0;1,1032473464137953;0;9,603204320649473;0;0;0;0;0;0;0;0;0;0;0;0;3,7536523519737766;2,5;0;0,740029829816968;1,1137232143558142;0;0;11,5550442622951;0,17641108853726742;4,01489721311475;0;9,826042741129736;
97;01:37:00;0;0;0;0;0;0;0;0;0;0;0;4,316445873977408;1,25729190697491;0,19539699677862166;2,0785702972960594;0;0;0;1,103722944161778;0;9,607183010504249;0;0;0;0;0;0;0;0;0;0;0;0;3,7601438630757786;2,5;0;0,7404737217944051;1,1137518169137777;0;0;11,5550442622951;0,17644525286313884;4,01489721311475;0;9,830006581325584;
98;01:38:00;0;0;0;0;0;0;0;0;0;0;0;4,316716983876308;1,257614924042615;0,19554176333245196;2,0789027172169634;0;0;0;1,1049439448494747;0;9,611939548169296;0;0;0;0;0;0;0;0;0;0;0;0;3,767486443295531;2,5;0;0,7406521789256472;1,1149925670848364;0;0;11,5550442622951;0,17647773599173608;4,01489721311475;0;9,83577360777123;
99;01:39:00;0;0;0;0;0;0;0;0;0;0;0;4,320550060958461;1,2578133447567514;0,1956125740155682;2,081795126324229;0;0;0;1,1051200662856788;0;9,626845691365697;0;0;0;0;0;0;0;0;0;0;0;0;3,769808539190023;2,5;0;0,7412717292951377;1,115549227656817;0;0;11,5550442622951;0,17662260253401338;4,01489721311475;0;9,840097954758232;
100;01:40:00;0;0;0;0;0;0;0;0;0;0;0;4,320752902757673;1,2579778719953718;0,1956293229584116;2,085182503772839;0;0;0;1,1066302666247099;0;9,6290679120627;0;0;0;0;0;0;0;0;0;0;0;0;3,7718350577459088;2,5;0;0,7413052327945842;1,1160908081919982;0;0;11,5550442622951;0,17663231874107327;4,01489721311475;0;9,849499751030114;
101;01:41:00;0;0;0;0;0;0;0;0;0;0;0;4,321021076994385;1,2580829042316315;0,1956392007944261;2,086970586716021;0;0;0;1,1079444093957458;0;9,630623112949317;0;0;0;0;0;0;0;0;0;0;0;0;3,772487457522893;2,5;0;0,7413788685538019;1,1162518996131752;0;0;11,5550442622951;0,17674988188491433;4,01489721311475;0;9,852042566630299;
102;01:42:00;0;0;0;0;0;0;0;0;0;0;0;4,3230980442098765;1,2587719655579432;0,19572107424600949;2,0871669318137798;0;0;0;1,108091345635857;0;9,632918333264891;0;0;0;0;0;0;0;0;0;0;0;0;3,773970641512346;2,5;0;0,7414943606233385;1,1176593183237815;0;0;11,5550442622951;0,17714103800257275;4,01489721311475;0;9,856226795700364;
103;01:43:00;0;0;0;0;0;0;0;0;0;0;0;4,324063229228879;1,2587820289921057;0,19591090453260598;2,0872426729973155;0;0;0;1,1084206326667814;0;9,645181505842022;0;0;0;0;0;0;0;0;0;0;0;0;3,7848899536423866;2,5;0;0,7419882822271758;1,1177264684798662;0;0;11,5550442622951;0,17717261258360378;4,01489721311475;0;9,856987126847248;
104;01:44:00;0;0;0;0;0;0;0;0;0;0;0;4,325839827442301;1,2607626493002013;0,19640345322803343;2,087310641611258;0;0;0;1,1087837298465788;0;9,645313905502805;0;0;0;0;0;0;0;0;0;0;0;0;3,785674819447292;2,5;0;0,742208771678084;1,1178750049289226;0;0;11,5550442622951;0,17717497515263642;4,01489721311475;0;9,869823805407254;
105;01:45:00;0;0;0;0;0;0;0;0;0;0;0;4,3267150933476595;1,2608076295676707;0,1965423521441924;2,088310694431412;0;0;0;1,1089983860368342;0;9,646691894829408;0;0;0;0;0;0;0;0;0;0;0;0;3,786426815896037;2,5;0;0,7424285507356935;1,1181770057037674;0;0;11,5550442622951;0,17720329756980072;4,01489721311475;0;9,873495558857233;
106;01:46:00;0;0;0;0;0;0;0;0;0;0;0;4,327307557875047;1,2612565226809864;0,1967220796732268;2,0889721674913275;0;0;0;1,1096388450426624;0;9,662234820765669;0;0;0;0;0;0;0;0;0;0;0;0;3,7873945202255737;2,5;0;0,7426566164964276;1,1185969340370605;0;0;11,5550442622951;0,17720391939287114;4,01489721311475;0;9,873772077785787;
107;01:47:00;0;0;0;0;0;0;0;0;0;0;0;4,33576999236458;1,2622150514635715;0,1967232964871958;2,0897222588796103;0;0;0;1,1098537244986246;0;9,669556131406612;0;0;0;0;0;0;0;0;0;0;0;0;3,788081869924713;2,5;0;0,7427311410460393;1,118753853442394;0;0;11,5550442622951;0,1773364572050802;4,01489721311475;0;9,875205062196276;
108;01:48:00;0;0;0;0;0;0;0;0;0;0;0;4,337513201998142;1,2622485097233402;0,1968902392748484;2,0914511582335944;0;0;0;1,1118644626061143;0;9,684735513469276;0;0;0;0;0;0;0;0;0;0;0;0;3,7904277698041122;2,5;0;0,7433609150875494;1,1187996601099484;0;0;11,5550442622951;0,177363168109936;4,01489721311475;0;9,885222888284428;
109;01:49:00;0;0;0;0;0;0;0;0;0;0;0;4,343559247835441;1,2629616055579713;0,19690009004812017;2,091981314748328;0;0;0;1,113520054278491;0;9,695240193320947;0;0;0;0;0;0;0;0;0;0;0;0;3,790747468771527;2,5;0;0,7437206473560549;1,1188142447392608;0;0;11,5550442622951;0,17765554338996145;4,01489721311475;0;9,893695487368802;
110;01:50:00;0;0;0;0;0;0;0;0;0;0;0;4,344521823638096;1,2633090797248245;0,19691453049506805;2,092506161243388;0;0;0;1,1137044989120155;0;9,699911262827463;0;0;0;0;0;0;0;0;0;0;0;0;3,791668369818796;2,5;0;0,7444231633854789;1,1189243389536176;0;0;11,5550442622951;0,1777164486900373;4,01489721311475;0;9,895542828451562;
111;01:51:00;0;0;0;0;0;0;0;0;0;0;0;4,348808652295102;1,2637195639823675;0,19701512120938772;2,095546350775649;0;0;0;1,1140218575652114;0;9,703081380301402;0;0;0;0;0;0;0;0;0;0;0;0;3,792702040247966;2,5;0;0,7445810125826413;1,1192678624634536;0;0;11,5550442622951;0,17774378180691205;4,01489721311475;0;9,897466402230382;
112;01:52:00;0;0;0;0;0;0;0;0;0;0;0;4,350381602415731;1,2654677538678127;0,19704558779524642;2,0963528363410706;0;0;0;1,1140339236744274;0;9,703193691937964;0;0;0;0;0;0;0;0;0;0;0;0;3,8029459530264567;2,5;0;0,7446574821849855;1,12025269949034;0;0;11,5550442622951;0,1778636145946623;4,01489721311475;0;9,9049049262492;
113;01:53:00;0;0;0;0;0;0;0;0;0;0;0;4,350608463547753;1,2658545252048612;0,197126914496156;2,097361895832901;0;0;0;1,1142999788870422;0;9,70426414557784;0;0;0;0;0;0;0;0;0;0;0;0;3,803300799124396;2,5;0;0,745203804897897;1,120554526923856;0;0;11,5550442622951;0,17787375882750878;4,01489721311475;0;9,905358167860605;
114;01:54:00;0;0;0;0;0;0;0;0;0;0;0;4,3529661366229115;1,2671798535367294;0,1972079539186628;2,097716060401554;0;0;0;1,1144254593161385;0;9,706724984777585;0;0;0;0;0;0;0;0;0;0;0;0;3,8056884489691694;2,5;0;0,7452674453020227;1,120686574425491;0;0;11,5550442622951;0,1778788612405821;4,01489721311475;0;9,906987263326542;
115;01:55:00;0;0;0;0;0;0;0;0;0;0;0;4,353493072144335;1,2676432009264926;0,19723160010236204;2,0986781383546758;0;0;0;1,1144579889654;0;9,70699436567588;0;0;0;0;0;0;0;0;0;0;0;0;3,8071359843744528;2,5;0;0,745590273428163;1,1212084038530135;0;0;11,5550442622951;0,17789106953967634;4,01489721311475;0;9,90701828585718;
116;01:56:00;0;0;0;0;0;0;0;0;0;0;0;4,354334188692298;1,2678114906522842;0,19724058309827816;2,098735989961801;0;0;0;1,1159881340487101;0;9,709582515914263;0;0;0;0;0;0;0;0;0;0;0;0;3,8093816045818936;2,5;0;0,7456613292575845;1,1215770119526636;0;0;11,5550442622951;0,1779009064432912;4,01489721311475;0;9,926487718195787;
117;01:57:00;0;0;0;0;0;0;0;0;0;0;0;4,356632775415171;1,2682324631590856;0,19731455894993472;2,099150012792608;0;0;0;1,1160942678362742;0;9,710762227512815;0;0;0;0;0;0;0;0;0;0;0;0;3,811451409860513;2,5;0;0,7457521647172549;1,1217653182136438;0;0;11,5550442622951;0,17803233092872953;4,01489721311475;0;9,929494048013147;
118;01:58:00;0;0;0;0;0;0;0;0;0;0;0;4,357158875265699;1,2691038488580815;0,1973455743182809;2,1066707360198142;0;0;0;1,1169443917004518;0;9,721536598821936;0;0;0;0;0;0;0;0;0;0;0;0;3,812609511030286;2,5;0;0,7459354083357658;1,1222295938269697;0;0;11,5550442622951;0,1780430700649256;4,01489721311475;0;9,930352243261424;
119;01:59:00;0;0;0;0;0;0;0;0;0;0;0;4,3589923726983875;1,269670129441294;0,19740194009161285;2,1066833216367926;0;0;0;1,1171200996911301;0;9,723414408581533;0;0;0;0;0;0;0;0;0;0;0;0;3,8131715585614057;2,5;0;0,7473674239990535;1,124124613850047;0;0;11,5550442622951;0,17817654573378672;4,01489721311475;0;9,939993903989162;
120;02:00:00;0;0;0;0;0;0;0;0;0;0;0;4,361391956554956;1,2697104278965856;0,19750755563910202;2,106750256611238;0;0;0;1,1172981223144005;0;9,7308893392923;0;0;0;0;0;0;0;0;0;0;0;0;3,8144495985526716;2,5;0;0,7478355621038921;1,1244476590650958;0;0;11,5550442622951;0,178209970123222;4,01489721311475;0;9,956958772531049;
121;02:01:00;0;0;0;0;0;0;0;0;0;0;0;4,361608151144802;1,2697980190022014;0,1975365898970131;2,106873646845479;0;0;0;1,117345572887969;0;9,73335146292099;0;0;0;0;0;0;0;0;0;0;0;0;3,819553718054117;2,5;0;0,7478657448756486;1,1248224024452014;0;0;11,5550442622951;0,17821091625773236;4,01489721311475;0;9,95696439495201;
122;02:02:00;0;0;0;0;0;0;0;0;0;0;0;4,362012215027555;1,2699010195387495;0,19759927459482718;2,107347902720687;0;0;0;1,1176612939876178;0;9,745000904143687;0;0;0;0;0;0;0;0;0;0;0;0;3,8208958045539196;2,5;0;0,7478821482006012;1,1249635848624076;0;0;11,5550442622951;0,1782795691827245;4,01489721311475;0;9,962069862092617;
123;02:03:00;0;0;0;0;0;0;0;0;0;0;0;4,364226250437952;1,2700746250855677;0,19789515995326587;2,1080874622107593;0;0;0;1,1181017787496654;0;9,749805897944102;0;0;0;0;0;0;0;0;0;0;0;0;3,821670197474744;2,5;0;0,7479305772061136;1,125184654674414;0;0;11,5550442622951;0,1782825032181297;4,01489721311475;0;9,967082144221486;
124;02:04:00;0;0;0;0;0;0;0;0;0;0;0;4,36511952535553;1,2706630861119406;0,19791021537592382;2,108167096159092;0;0;0;1,1184290675988535;0;9,75098052643232;0;0;0;0;0;0;0;0;0;0;0;0;3,8221420655553886;2,5;0;0,7479460862170504;1,1255494467251443;0;0;11,5550442622951;0,17830760159862158;4,01489721311475;0;9,970230290165123;
125;02:05:00;0;0;0;0;0;0;0;0;0;0;0;4,368183609511166;1,2708553779593164;0,19803626367676003;2,1091738142767817;0;0;0;1,1193620294602873;0;9,755740937459509;0;0;0;0;0;0;0;0;0;0;0;0;3,8227396943311907;2,5;0;0,7490149614552271;1,1257286755111262;0;0;11,5550442622951;0,17843617196419162;4,01489721311475;0;9,975981582495654;
126;02:06:00;0;0;0;0;0;0;0;0;0;0;0;4,374829588389873;1,2709917450606865;0,19803967301411446;2,110370186523616;0;0;0;1,1194817805991275;0;9,765636499645467;0;0;0;0;0;0;0;0;0;0;0;0;3,822889657478774;2,5;0;0,749392718905209;1,1260041198851687;0;0;11,5550442622951;0,17865241665088408;4,01489721311475;0;9,980983151670861;
127;02:07:00;0;0;0;0;0;0;0;0;0;0;0;4,375077359053772;1,2714357561160068;0,19809395114121914;2,1108728880911705;0;0;0;1,1198308803258614;0;9,773780289722211;0;0;0;0;0;0;0;0;0;0;0;0;3,8270619655121108;2,5;0;0,7497822415924567;1,1266401514939477;0;0;11,5550442622951;0,1786943520223165;4,01489721311475;0;9,985414475322742;
128;02:08:00;0;0;0;0;0;0;0;0;0;0;0;4,376910179042152;1,2716244255410984;0,19829096040689934;2,1111422228762993;0;0;0;1,120321158677852;0;9,77704868241862;0;0;0;0;0;0;0;0;0;0;0;0;3,8290029852030325;2,5;0;0,7498674254318847;1,1266714471298889;0;0;11,5550442622951;0,17876267439614746;4,01489721311475;0;9,989117593538499;
129;02:09:00;0;0;0;0;0;0;0;0;0;0;0;4,377083979975636;1,2721391075111395;0,19835828104944367;2,1114654400284243;0;0;0;1,1206553081643011;0;9,783008696821858;0;0;0;0;0;0;0;0;0;0;0;0;3,830189761556771;2,5;0;0,7499252883982964;1,1269411215167962;0;0;11,5550442622951;0,1788258575235863;4,01489721311475;0;9,997501813580017;
130;02:10:00;0;0;0;0;0;0;0;0;0;0;0;4,377647888193422;1,2732444792995878;0,19891208942941693;2,1114966239210333;0;0;0;1,121147382943346;0;9,78308886230595;0;0;0;0;0;0;0;0;0;0;0;0;3,8318750118614155;2,5;0;0,7500428845350314;1,127843171183793;0;0;11,5550442622951;0,17883275464275952;4,01489721311475;0;10,003230427875682;
131;02:11:00;0;0;0;0;0;0;0;0;0;0;0;4,3786955536138255;1,2732977048729086;0,198915648861276;2,1139114765856357;0;0;0;1,1213472480628424;0;9,786445617832877;0;0;0;0;0;0;0;0;0;0;0;0;3,8333828563930488;2,5;0;0,7506095992534265;1,1283946103281153;0;0;11,5550442622951;0,17887584421785768;4,01489721311475;0;10,008160025314709;
132;02:12:00;0;0;0;0;0;0;0;0;0;0;0;4,379093504110004;1,2739585828182287;0,19892831888907836;2,113998021912276;0;0;0;1,1215834260484;0;9,786892547802548;0;0;0;0;0;0;0;0;0;0;0;0;3,8336787527145515;2,5;0;0,7511070692750077;1,129189167912183;0;0;11,5550442622951;0,1790364898249177;4,01489721311475;0;10,010684743952607;
